#start	end	length	mean	median	max
1	93	93	0.65	1	1
925	938	14	0.00	0	0
3338	3352	15	21.27	23	23
4924	5307	384	54.40	31	254
6298	6463	166	0.43	0	2
7949	8053	105	2.11	0	17
9228	9236	9	2075.33	2333.5	2347
9295	9569	275	86.95	0	5661
10903	10907	5	1802.80	2252.5	2262
11748	11809	62	3.39	1	19
13320	13349	30	109.20	116	118
13734	13750	17	0.88	1	1
14477	14580	104	1.36	0	7
15352	15499	148	0.24	0	2
15698	16235	538	4.13	1	29
17496	17497	2	1.50	3	3
19337	19338	2	3.00	6	6
23128	23181	54	61.78	1	238
30618	30811	194	3.86	1	121
32162	32206	45	1.24	0	6
34338	34544	207	1.47	1	9
35097	35385	289	0.01	0	1
38328	38332	5	0.80	1	1
39245	39734	490	107.93	1	738
40017	40168	152	0.20	0	1
40981	41108	128	0.00	0	0
42853	43227	375	1.07	0	7
45507	45551	45	1.02	1	3
46011	46037	27	5.07	8	8
46611	46635	25	0.76	1	1
49116	49182	67	9.54	10	17
51634	51759	126	47.67	0	216
55122	55123	2	5.50	11	11
55790	55847	58	10.07	0	42
57457	57459	3	7.33	11	11
61461	61471	11	1.82	2	2
61937	61947	11	6.09	6.5	9
62281	62345	65	4.66	3	16
62712	62785	74	23.34	1	146
65490	65526	37	1.81	1	7
66208	66215	8	0.00	0	0
67422	67489	68	14.56	22	33
70728	70837	110	0.04	0	4
71556	71670	115	0.18	0	2
72933	72992	60	1.28	1	7
73692	73871	180	3.70	0	11
74772	74779	8	16.00	18	19
77629	77659	31	7.29	0	27
77735	77744	10	1.50	1	4
77819	78018	200	13.41	1	48
79435	79561	127	0.00	0	0
80315	80327	13	0.00	0	0
81498	81512	15	0.93	1	1
82404	82447	44	1.48	2	2
85323	85448	126	0.35	0	1
86484	86516	33	0.00	0	0
88842	88866	25	0.48	0.5	1
88987	89098	112	0.05	0	1
92933	92939	7	3.57	3.5	10
93582	93645	64	4.28	5	9
94048	94056	9	0.00	0	0
95560	95566	7	0.00	0	0
96566	96626	61	0.98	1	1
97548	97597	50	1.00	1	3
98417	98419	3	3.00	4.5	5
99857	99865	9	0.89	1	1
102422	102518	97	45.25	13	237
103197	103331	135	162.30	9	1505
107088	107144	57	8.63	0	47
107580	107606	27	0.96	1	2
108588	108721	134	1.42	0	8
109466	109477	12	27.67	16	86
110241	110282	42	2.38	2	3
112535	112569	35	0.63	0	2
113711	113718	8	39.38	2	153
114040	114042	3	374.00	561	561
117063	117114	52	0.06	0	1
118177	118241	65	14.49	2	43
119251	119315	65	7.66	5	16
120504	120589	86	33.38	1	100
121682	121695	14	3.43	4	4
123507	123509	3	0.67	1	1
125133	125630	498	7.93	1	52
126663	126675	13	0.00	0	0
127915	128227	313	1875.49	2	8026
129586	129705	120	0.77	0	5
130946	131059	114	1.20	0	11
133225	133313	89	4.92	0	37
135615	135636	22	10.27	3	28
136579	136924	346	674.40	453	2096
138426	138485	60	307.52	76	1077
138561	138686	126	1003.23	1216	1527
141733	141854	122	288.91	34	767
143316	143323	8	70.38	44	135
144490	144606	117	14.91	2	109
146176	146183	8	10.25	11	13
147741	147809	69	3.61	1	15
148779	148851	73	1.29	1	8
150587	150677	91	0.48	0	2
151593	151647	55	0.29	0	2
152566	152567	2	2.00	4	4
154648	154651	4	3.75	5	5
156455	156648	194	35.94	1	377
157219	157235	17	0.00	0	0
158025	158091	67	5.00	0	110
160148	160185	38	28.13	0	80
160888	160960	73	5.14	0	32
162308	162479	172	4.63	4	13
163791	163863	73	308.82	10.5	2937
163989	164061	73	43.92	23.5	925
166992	167009	18	0.72	1	1
168804	168853	50	228.88	62	771
170518	170594	77	168.17	1	1089
173225	173277	53	5.13	1	18
173842	173846	5	0.20	0	1
178056	178149	94	3.53	0	9
181315	181524	210	2.20	1	7
182497	182598	102	2.63	0	25
185001	185008	8	3.50	4	4
185699	185793	95	5.64	1	34
186103	186106	4	72.00	96	96
188096	188099	4	50.00	67	67
188577	188613	37	7.16	7	12
189208	189216	9	0.89	1	1
190635	190643	9	2.67	3	3
193683	193690	8	14.88	17	17
195077	195109	33	0.97	1	1
195752	195785	34	5.03	5	7
197800	197867	68	0.54	1	1
198774	198786	13	1.85	2	2
200825	201034	210	2.73	0	13
203522	203711	190	1.36	1	4
204759	204771	13	0.00	0	0
206194	206206	13	1.85	2	2
207164	207176	13	0.92	1	1
209262	209331	70	7.24	7	12
210246	210356	111	0.51	1	1
212469	212634	166	2.65	2	4
214075	214119	45	4.27	1	13
216613	216619	7	0.86	1	1
217820	217827	8	12.25	14	14
218959	219317	359	2.91	0	30
222754	222844	91	6.41	0	60
224075	224090	16	5.56	6	7
227868	228004	137	2.12	0	44
230931	231033	103	5.21	0	32
232581	232620	40	1.20	1	3
233911	233947	37	5.54	1	19
234518	234644	127	288.37	28.5	629
234927	234933	7	26.43	33	34
236791	236942	152	10.74	12	15
238283	238447	165	12.43	3	117
240375	240405	31	2.26	2	7
240480	240580	101	13.85	1	43
240770	240796	27	0.00	0	0
242502	242645	144	25.70	9	67
243222	243232	11	8.82	10	11
243536	243537	2	1.00	2	2
244099	244160	62	1.92	1	7
247874	247928	55	1.76	0	7
248766	248780	15	4.40	5	5
249396	249472	77	1.06	1	2
249824	249877	54	10.89	10	18
250136	250876	741	35.98	0	989
251717	251787	71	0.45	0	1
252943	253395	453	4.34	0	30
253582	253718	137	0.00	0	0
254943	254993	51	0.00	0	0
255246	255426	181	0.00	0	0
255727	255758	32	1.97	0	6
256990	257145	156	6.06	1	60
257632	257645	14	5.64	6	11
258201	258207	7	0.00	0	0
258685	259042	358	1642.21	21	7946
262128	262328	201	11.01	4	44
262479	262483	5	96.00	119	125
263304	263305	2	0.00	0	0
264055	264095	41	25.22	2	63
264630	264701	72	20.43	32	37
265545	265618	74	6.80	10	13
272042	272117	76	21.54	4	56
272634	272636	3	5330.33	7995.5	8017
272691	272705	15	213.20	60.5	917
274002	274107	106	7.49	0	48
275293	276008	716	20.83	1	132
277028	277116	89	5.08	1	40
278248	278284	37	54.32	0.5	677
278339	278343	5	6372.00	7990	8018
278608	278655	48	87.81	0	381
281398	281404	7	1.71	2	2
281864	281957	94	1.02	0	7
283972	283978	7	50.71	60	62
284828	285055	228	413.60	3	8002
285755	285782	28	2.04	3	3
286920	286922	3	2.00	3	3
288372	288419	48	1.58	1	6
290574	290579	6	0.83	1	1
292297	292336	40	1.15	0	4
292649	292692	44	0.11	0	1
293077	293173	97	1.22	0	9
293813	293849	37	0.54	0	2
294694	294805	112	2.77	0	16
296261	296415	155	1.10	0	4
297232	297261	30	5.03	6	16
297337	297557	221	13.33	0	131
301752	301779	28	1.93	2	2
302413	302435	23	28.78	53	55
304308	304314	7	0.86	1	1
306988	307148	161	2.77	2	6
307947	307988	42	1.10	1	2
308976	309014	39	1.00	1	4
311034	311039	6	7.50	9	9
311895	312399	505	4.79	0	114
313968	314194	227	8.90	0	63
314615	314673	59	56.64	1	242
315142	315360	219	3.81	4	30
318022	318027	6	1.67	2	2
319787	319822	36	2.39	3	3
321149	321322	174	0.24	0	2
321902	321905	4	2.25	3	3
323936	324064	129	0.89	0	6
325082	325144	63	2.37	0	18
325220	325273	54	3.17	1	25
327626	327694	69	8.96	2	69
329060	329115	56	2048.91	329	5721
329418	329474	57	2.07	2	3
330155	330224	70	0.69	1	2
332114	332149	36	0.00	0	0
334010	334012	3	5027.67	7541.5	7542
335068	335117	50	0.02	0	1
337243	337345	103	2.24	0	13
337760	337810	51	4.37	5	12
337896	337962	67	45.48	5	332
338036	338237	202	2.50	2	58
338676	338772	97	1.77	0	9
339376	339394	19	0.26	0	1
339926	339944	19	0.95	1	1
344140	344147	8	0.88	1	1
345852	345865	14	4.07	5	5
347477	347499	23	0.96	1	1
348112	348224	113	13.27	8	33
348705	348706	2	0.00	0	0
350451	350456	6	0.00	0	0
350931	350943	13	0.92	1	1
351736	351747	12	0.00	0	0
352339	352469	131	0.21	0	1
353418	353432	15	2.80	3	3
353757	353953	197	5.07	0	42
355575	355680	106	69.92	30	158
356944	356986	43	28.02	0	102
358118	358121	4	0.00	0	0
358368	358418	51	0.90	1	2
360234	360430	197	0.49	0	7
361462	361527	66	3.02	2	9
362227	362399	173	2.97	2	9
363072	363089	18	36.56	6	161
363912	364273	362	143.89	1	671
365599	365786	188	4.07	1	13
366924	367051	128	0.12	0	1
368295	368505	211	17.27	7	130
369955	370133	179	13.45	0	170
372027	372067	41	0.00	0	0
373058	373063	6	0.00	0	0
376879	376899	21	0.00	0	0
380148	380351	204	2.72	1	9
382619	382630	12	0.92	1	1
383384	383397	14	1.86	2	2
384394	384409	16	0.94	1	1
385409	385601	193	6.53	0	18
386892	387044	153	1.61	2	7
387552	387602	51	0.00	0	0
388578	388628	51	2.94	1	11
389820	389835	16	0.94	1	1
390274	390300	27	41.78	48	69
390532	390547	16	460.00	490	507
391229	391257	29	42.34	44	50
391543	391555	13	98.85	102.5	140
391709	391837	129	21.09	1	181
392564	392614	51	2.10	1	4
393921	393959	39	0.97	1	1
395242	395248	7	8.14	9	11
395573	395580	8	1.00	1	2
396304	396309	6	0.83	1	1
397551	397699	149	629.54	2	8003
398399	398461	63	5.27	3.5	29
398535	398595	61	48.80	28	134
399751	399752	2	1.50	3	3
401362	401434	73	2.00	2.5	3
403558	403570	13	3.69	4	4
404499	404501	3	0.00	0	0
405003	405006	4	0.75	1	1
407227	407241	15	16.27	17.5	18
408229	408266	38	0.26	0	1
408843	408965	123	0.54	0	3
409914	409921	8	4.38	5	5
416120	416243	124	60.00	5	386
420494	420499	6	3.50	5	5
421124	421176	53	0.00	0	0
422806	422810	5	0.00	0	0
424820	424831	12	2.75	3	3
429599	429656	58	3.81	4	8
430797	430810	14	0.93	1	1
432128	432278	151	1.17	0	17
432429	432442	14	0.00	0	0
432959	432963	5	0.80	1	1
433726	433789	64	0.64	0	40
435411	435497	87	2.77	0	38
435945	435968	24	1.46	1	5
437448	438412	965	1.14	0	8
439700	439837	138	0.46	0	4
440840	440865	26	11.65	1	74
441685	442033	349	2.21	2	5
442187	442191	5	0.00	0	0
442528	443268	741	0.34	0	2
444634	445418	785	0.99	0	15
446391	446394	4	1.50	2	2
447691	448318	628	0.20	0	2
448643	449421	779	0.51	0	2
450349	451758	1410	2.20	0	58
456979	457187	209	1.27	1	3
458169	458227	59	0.64	0	4
462947	462990	44	0.98	1	1
463447	463561	115	0.00	0	0
464261	464320	60	4.58	4	8
467036	467196	161	39.83	0	286
467473	467477	5	0.80	1	1
467886	467897	12	4.00	5	6
469479	469586	108	0.54	0	2
470697	470709	13	28.62	31	31
472536	472642	107	0.13	0	1
473207	473219	13	1.85	2	2
473784	473791	8	34.12	39	39
474563	474637	75	3.59	2	22
476240	476257	18	1.89	2	2
478099	478141	43	2.91	2	6
480101	480152	52	24.60	23	36
484556	484574	19	10.05	13	14
485887	485962	76	0.38	0	2
487154	487195	42	1.33	1	2
487331	487386	56	1.18	0	6
490570	490571	2	13.50	27	27
491328	491441	114	0.18	0	2
494859	495031	173	1.28	0	3
496427	496588	162	0.23	0	3
497360	497369	10	6953.20	7997	8006
497423	497512	90	285.78	3	7457
497933	497977	45	2.29	1	7
501125	501128	4	5.25	7	7
501615	501669	55	0.96	1	3
502414	502463	50	0.00	0	0
503199	503314	116	0.11	0	1
505155	505346	192	3123.66	6	8041
505722	505820	99	3107.34	4956.5	5264
507344	507363	20	8.50	10	11
507949	508067	119	2.73	2	8
508347	508453	107	25.00	2	57
508529	508589	61	3.07	3	6
513746	513831	86	1.19	0	9
517474	517688	215	7.04	0	72
518481	518587	107	8.37	2	63
519822	519828	7	0.86	1	1
521186	521218	33	0.94	1	2
522921	522952	32	1.94	2	6
525401	525442	42	0.00	0	0
525989	526009	21	4.62	5	5
526124	526430	307	263.65	51	2772
528580	528587	8	0.88	1	1
531790	531801	12	5543.08	6054	6093
531853	531917	65	136.48	1.5	4450
532440	532442	3	0.67	1	1
533820	533880	61	0.00	0	0
535522	535570	49	0.33	0	5
537712	537724	13	0.00	0	0
540536	540548	13	6.46	7	7
540807	540819	13	3.69	4	4
541990	542153	164	2.77	0	30
542580	542785	206	0.92	0	14
542972	542992	21	17.86	18.5	28
544217	544264	48	1.42	1	4
546800	546804	5	4.80	6	6
547665	547842	178	1.67	0	18
551788	551852	65	2.03	2	3
552279	552325	47	4353.66	6105	8015
552379	552552	174	25.32	0	1747
553252	553679	428	4.60	1	124
555990	556162	173	0.12	0	1
556238	556871	634	0.11	0	5
558306	558414	109	1.28	2	3
559284	559430	147	13.76	1	93
560163	560365	203	23.76	0	469
561251	561294	44	2.41	3	4
561379	561409	31	0.71	0	2
562613	562626	14	4.36	5	5
564833	565054	222	0.59	0	3
566399	566641	243	13.35	0	211
566867	566869	3	4.67	7	7
567971	568474	504	1.97	1	7
568718	568723	6	0.83	1	1
570005	570147	143	1.26	0	14
570595	570883	289	0.10	0	1
571871	571931	61	1.15	1	2
572703	572900	198	0.90	1	2
574444	574632	189	0.33	0	3
575518	575592	75	1.15	0	7
577930	577962	33	1.15	1	2
578863	578967	105	18.79	0	137
579469	579479	11	13.64	15	15
580227	580236	10	3.60	4	4
581200	581203	4	467.00	625	645
581259	581260	2	1181.50	2363	2363
584506	584507	2	0.00	0	0
590829	590872	44	0.25	0	1
591693	591721	29	0.00	0	0
592394	592551	158	0.00	0	0
594517	594595	79	2.96	1	10
595210	595670	461	0.00	0	0
596007	596047	41	0.71	0	2
596186	596298	113	0.00	0	0
598535	598797	263	0.86	1	2
599797	600031	235	1.49	1	5
601352	601461	110	0.25	0	1
603640	603706	67	0.39	0	1
605012	605417	406	2.38	0	13
606622	606804	183	1.90	1	6
608170	608212	43	21.42	10	63
609596	609611	16	41.94	46	50
611519	611562	44	1.18	1	2
615093	615153	61	1.95	1	4
616099	616201	103	75.22	0	595
617009	617010	2	1.50	3	3
619481	619483	3	7.33	11	11
620408	620501	94	18.34	1	130
622442	622479	38	70.16	1	248
622996	623099	104	4.24	5	6
625658	625713	56	2.41	3	5
627116	627231	116	23.41	1	65
628101	628147	47	0.85	0	12
629348	629375	28	61.46	20	136
630039	630050	12	7.33	8	8
631817	631868	52	0.31	0	1
633796	634041	246	0.35	0	8
635167	635223	57	0.18	0	1
635620	635672	53	0.91	0	4
636812	636826	15	1.60	2	2
638254	638312	59	1.41	1	5
639484	639486	3	0.00	0	0
639985	640385	401	0.18	0	1
640845	641064	220	5.22	0	55
641842	641852	11	3.64	4	4
642207	642283	77	0.00	0	0
642711	642718	8	0.75	1	1
643570	643596	27	0.67	0	6
644608	644653	46	0.02	0	1
645413	645438	26	2.96	3	4
647261	647322	62	0.00	0	0
648670	648764	95	0.00	0	0
650133	650199	67	0.00	0	0
652389	652403	15	0.00	0	0
655849	655851	3	1.33	2	2
656872	656873	2	7.50	15	15
657234	657363	130	0.82	0	9
658024	658147	124	0.00	0	0
658445	658779	335	2.69	2	8
659128	659795	668	0.18	0	3
661440	661580	141	0.33	0	3
661929	661965	37	46.19	0	143
662431	662538	108	0.33	0	1
664275	664684	410	0.00	0	0
665870	666024	155	0.67	0	6
666547	666750	204	0.73	1	1
668229	668558	330	1.42	1	4
668955	668996	42	21.05	1	46
669891	669905	15	0.93	1	1
670080	670459	380	0.11	0	1
670955	671022	68	0.60	0	7
671977	672049	73	0.33	0	4
672842	672936	95	2.86	3	6
673126	673192	67	0.36	0	1
674153	674185	33	0.00	0	0
674492	674513	22	0.45	0	2
674862	674978	117	0.42	0	1
676335	676583	249	0.00	0	0
677934	678048	115	19.91	1	843
678101	678103	3	2671.33	4007	4007
678482	678574	93	0.45	0	3
679505	679715	211	2.09	1	6
681486	681820	335	19.93	2	121
683754	683758	5	7.20	9	9
684191	684199	9	10.11	10.5	17
685400	685458	59	1.32	0	5
686649	686782	134	0.00	0	0
688943	688954	12	6.58	7	8
690101	690117	17	1.29	1	2
691175	691383	209	0.36	0	3
692059	692074	16	2.81	3	3
692274	692282	9	1.78	2	2
692697	693116	420	0.67	0	3
694035	694048	14	2.79	3	3
694466	694474	9	1.56	2	2
695324	695459	136	5.31	1	23
699008	699078	71	237.92	316.5	323
699577	699649	73	0.00	0	0
700099	700150	52	0.00	0	0
700535	700704	170	0.71	0	4
702079	702105	27	0.96	1	1
702580	702692	113	1.52	0	12
705208	705211	4	3.00	4	4
705521	705601	81	0.00	0	0
705920	705936	17	0.00	0	0
706858	706935	78	0.00	0	0
707077	707218	142	0.03	0	1
707738	707754	17	0.00	0	0
708568	708641	74	0.35	0	2
708993	709008	16	9.88	11	11
710308	710371	64	0.70	1	2
710699	710767	69	1.70	2	2
712658	712699	42	400.64	436	533
712904	712932	29	4.79	5	5
713173	713302	130	0.25	0	1
714239	714292	54	0.00	0	0
714812	715080	269	2.93	1	12
715615	715678	64	189.48	0	1015
716513	716902	390	1.47	1	5
717425	718002	578	0.38	0	3
718744	718781	38	1.13	1	2
719004	719032	29	0.00	0	0
719354	719707	354	0.15	0	2
720272	720415	144	2.40	0	26
720983	721319	337	0.86	0	4
722154	722254	101	1.13	0	8
722837	722874	38	3.71	0	14
723265	723270	6	4.50	5	7
723643	723738	96	5.59	8	10
723955	724073	119	1.45	0	9
724713	724718	6	0.00	0	0
725883	725942	60	0.00	0	0
726855	726954	100	1.12	1	3
727120	727206	87	0.00	0	0
727954	728693	740	0.45	0	2
729597	729598	2	0.50	1	1
730712	730717	6	0.83	1	1
731432	731805	374	8.06	9	18
732364	733208	845	24.09	0	253
733341	733361	21	1.43	2	3
733905	735279	1375	0.42	0	4
738422	738439	18	19.44	22	22
738740	738842	103	1.58	1	10
739365	739643	279	0.69	0	9
739884	740115	232	0.50	1	1
741703	742392	690	0.58	0	3
743026	743090	65	2.65	2	5
744966	745237	272	1.08	0	6
745385	745557	173	4.20	0	13
745672	745738	67	4.33	1	32
747538	747588	51	213.71	6.5	707
748036	748042	7	15.57	18	19
750616	750668	53	6.87	6	20
752187	752342	156	603.75	1	8002
753388	753632	245	1.59	1	4
754976	755059	84	0.50	1	1
755387	755453	67	0.00	0	0
755787	755892	106	0.49	0	1
757326	757387	62	0.76	1	1
758675	758734	60	2.93	3	5
759683	759690	8	0.88	1	1
760783	760794	12	0.00	0	0
761407	761478	72	0.69	1	1
764413	764537	125	1.26	2	2
764934	765120	187	0.31	0	1
765495	765536	42	2.43	0	6
765858	765953	96	0.25	0	1
766257	766355	99	1.55	2	4
767001	767180	180	4.25	2	13
767489	767567	79	1189.16	3	8002
768267	768445	179	0.66	1	2
768860	769194	335	0.28	0	1
769522	769550	29	26.21	1	60
