#start	end	length	mean	median	max
1	10813	10813	12.47	6	167
12314	12371	58	1.93	1	4
12445	15107	2663	2.23	0	84
15213	15847	635	4.94	0	79
15962	19999	4038	38.86	10	1897
20089	20128	40	18.52	19	27
20391	25268	4878	14.54	7	2230
26769	29319	2551	0.35	0	24
29425	30113	689	3.35	0	79
30228	30236	9	16.00	16.5	23
30309	30317	9	114.56	129	129
30401	30418	18	0.00	0	0
30492	30501	10	0.00	0	0
30574	30585	12	0.00	0	0
30657	30664	8	0.00	0	0
30738	30745	8	0.38	0	1
30820	30831	12	2.92	3	5
30904	30920	17	32.88	35	35
31003	31014	12	0.00	0	0
31096	31127	32	119.00	147	158
31202	31211	10	102.60	114	114
31285	31374	90	202.81	139	433
31461	31466	6	3.17	0	15
31540	31548	9	78.78	89	89
31623	31636	14	1.86	2	2
31711	31736	26	105.00	110	116
31811	31820	10	51.30	57	57
31895	31905	11	12.00	13	14
31979	31988	10	49.30	55	55
32060	32068	9	38.89	44	44
32141	32148	8	1.75	2	2
32232	32249	18	0.00	0	0
32323	32332	10	0.00	0	0
32405	32416	12	0.00	0	0
32488	32495	8	0.00	0	0
32569	32576	8	0.00	0	0
32651	32662	12	0.92	1	1
32735	32751	17	89.41	95	95
32834	32845	12	0.92	1	1
32927	32952	26	167.12	171	183
33025	33051	27	178.59	192	199
33126	33137	12	0.00	0	0
33211	33221	11	58.55	65	66
33295	33299	5	0.00	0	0
33386	33391	6	0.00	0	0
33465	33473	9	131.56	148	148
33548	33561	14	0.00	0	0
33636	33655	20	85.65	90	92
33730	33740	11	22.73	25	26
33814	33823	10	45.90	51	51
33895	33904	10	147.50	164	165
33979	33993	15	78.60	85	88
34067	124153	90087	27.78	7	1791
125654	125711	58	0.00	0	0
125785	128446	2662	1.11	0	76
128552	129191	640	6.22	0	94
129306	129314	9	28.78	26	57
129387	129393	7	106.57	125	125
129466	129473	8	50.00	57	58
129547	129554	8	0.88	1	1
129629	129641	13	44.92	51	51
129714	129730	17	48.00	51	53
129813	129824	12	81.75	89	90
129896	129908	13	256.23	280	281
129983	129994	12	0.00	0	0
130068	130081	14	39.00	42	42
130155	130159	5	0.80	1	1
130246	130265	20	190.30	209	234
130354	130364	11	464.27	510.5	512
130439	130526	88	124.14	116	255
130600	130662	63	63.56	60	124
130737	130745	9	44.44	50	50
130820	130825	6	4.83	5	9
130899	130908	10	134.20	149	150
130983	131100	118	65.31	0	245
132601	132658	58	0.00	0	0
132732	135393	2662	0.00	0	0
135499	136132	634	0.42	0	6
136247	141710	5464	16.58	7	277
143211	143268	58	0.00	0	0
143342	145942	2601	1.92	0	105
146048	146756	709	19.86	0	247
146871	146878	8	579.88	92	2434
146965	146978	14	146.64	118	312
147053	147165	113	38.13	0	131
148666	148723	58	0.00	0	0
148797	151336	2540	0.71	0	50
151442	152076	635	0.00	0	0
152191	152200	10	33.80	29	67
