#start	end	length	mean	median	max
1318	1459	142	8.50	9	16
2666	2804	139	14.17	3.5	128
3009	3028	20	2.75	2	8
4142	4144	3	16.67	25	25
6044	6065	22	17.55	26	29
8490	8560	71	11.35	13.5	20
8855	8856	2	1.50	3	3
9115	9134	20	12.95	5	33
9444	9449	6	11.33	13	16
9855	9856	2	0.00	0	0
10628	10715	88	1.60	1	3
12345	12371	27	3.85	4	4
12442	12822	381	8.86	0	84
15773	15847	75	0.00	0	0
15962	16072	111	3.23	4	6
16598	16611	14	7.14	12	12
17491	17620	130	3.18	2	15
17853	17951	99	74.08	21	188
19221	19543	323	6.16	5	21
19997	19999	3	52.00	78	78
20086	20128	43	18.35	18.5	27
20391	20469	79	129.37	28	2230
22105	22165	61	11.13	14	19
22514	22528	15	58.53	66	68
23126	23560	435	6.43	5	20
24764	25179	416	5.01	4	16
26936	27034	99	0.09	0	1
29983	30113	131	13.47	3	79
30228	30236	9	16.00	16.5	23
30306	30317	12	117.08	129	129
30401	30418	18	0.00	0	0
30489	30501	13	0.00	0	0
30571	30585	15	0.00	0	0
30654	30664	11	0.00	0	0
30735	30745	11	0.27	0	1
30817	30831	15	3.53	3	8
30901	30920	20	32.95	35	35
31000	31014	15	0.00	0	0
31093	31127	35	117.14	133	158
31199	31211	13	104.31	114	114
31282	31374	93	200.18	137	433
31458	31466	9	7.11	9.5	15
31537	31548	12	80.83	88	89
31620	31636	17	1.71	2	2
31708	31736	29	103.03	110	116
31808	31820	13	52.62	57	57
31892	31905	14	12.21	13	14
31976	31988	13	50.31	55	55
32057	32068	12	40.17	44	44
32138	32148	11	1.82	2	2
32232	32249	18	0.00	0	0
32320	32332	13	0.00	0	0
32402	32416	15	0.00	0	0
32485	32495	11	0.00	0	0
32566	32576	11	0.00	0	0
32648	32662	15	0.93	1	1
32732	32751	20	90.20	95	95
32831	32845	15	0.93	1	1
32924	32952	29	167.10	170	183
33022	33051	30	180.03	192	199
33123	33137	15	0.00	0	0
33208	33221	14	58.79	64	66
33292	33299	8	0.00	0	0
33383	33391	9	0.00	0	0
33462	33473	12	135.67	148	148
33545	33561	17	0.00	0	0
33633	33655	23	85.30	90	92
33727	33740	14	22.21	25	26
33811	33823	13	47.08	51	51
33892	33904	13	150.31	164	165
33976	33993	18	90.89	85	184
34064	34144	81	19.40	11	41
34556	34866	311	1.72	1	7
38296	38527	232	25.27	4	158
40466	40920	455	3.73	4	9
41383	41391	9	7.56	6	19
41884	41901	18	8.39	9	9
45359	45540	182	8.47	7	18
46912	46916	5	5.60	7	7
47985	48075	91	28.13	8.5	67
49168	49298	131	42.08	29	120
51474	51661	188	4.69	5	8
52505	52723	219	4.71	6	8
53888	53911	24	1.92	2	2
55556	55654	99	2.94	3	5
57026	57468	443	4.22	4	10
58420	58453	34	7.50	8	8
59420	59446	27	2.67	4	4
60431	60445	15	0.93	1	1
61490	61658	169	3.12	4	6
63387	63806	420	2.62	2	8
67195	67276	82	1.70	1	4
67577	67655	79	5.71	6	10
69003	69039	37	8.54	9	12
69511	69684	174	3.74	3	9
70333	70508	176	1.95	2	5
71439	71714	276	2.36	2	9
72908	73004	97	9.87	9	17
73240	73276	37	104.22	118	122
74990	75113	124	31.56	3	112
76557	76996	440	9.31	4	48
78476	78989	514	8.25	4	44
80394	80398	5	6.00	7.5	9
80792	80899	108	4.54	3	16
81656	81661	6	3.33	4	4
82406	82410	5	1.80	2	3
82936	82987	52	30.75	49	64
83648	83723	76	45.74	36	88
84915	85166	252	118.85	17	485
85314	85341	28	175.04	171	218
85561	85582	22	201.27	219	292
86123	86163	41	117.39	143	153
86587	86659	73	122.89	113	256
87356	87409	54	68.33	80	176
87536	87580	45	907.16	1176	1194
88085	88143	59	156.44	231	260
88507	88900	394	18.91	6	127
89687	90159	473	6.34	3	36
93874	93917	44	3.05	3	5
97401	97682	282	37.52	15	147
98112	98237	126	165.34	12	568
98706	98756	51	105.41	134.5	152
100821	100915	95	34.02	17	84
102107	102480	374	99.68	8	591
102790	102883	94	242.74	209	547
103511	103512	2	140.50	281	281
104164	104165	2	18.50	37	37
104454	104485	32	173.06	217	229
105314	105350	37	61.05	59	112
105630	105663	34	136.15	165	170
105997	106021	25	129.12	162	164
106835	106872	38	27.16	31	39
107302	107305	4	18.50	24	26
107507	107532	26	309.73	369	418
107785	107812	28	224.79	327	331
108179	108201	23	101.61	120	143
108508	108539	32	9.72	12	13
109080	109099	20	136.40	202	203
109283	109317	35	106.91	130	150
109714	109746	33	122.33	145	147
110287	110324	38	33.61	33	49
110691	110713	23	85.52	129.5	132
111221	111237	17	84.41	84.5	133
111421	111455	35	75.80	104	106
111897	111942	46	46.07	51	62
113209	113227	19	78.11	106	117
113876	113878	3	6.00	9	10
114623	114637	15	9.87	12	13
114914	114953	40	724.48	916	999
115170	115207	38	326.32	387	437
115319	115473	155	39.82	29.5	87
115843	115880	38	161.21	189	217
116277	116310	34	77.12	90	98
116932	117011	80	106.34	90	332
117957	117979	23	54.09	57.5	77
118319	118440	122	6.03	3	20
120923	120956	34	5.82	6	8
121686	121807	122	109.54	23	335
122237	122267	31	1307.84	1611.5	1791
122658	123165	508	90.48	5	1199
123868	124056	189	4.24	2	12
125685	125711	27	0.00	0	0
125782	126161	380	0.00	0	0
129110	129191	82	48.34	39	94
129306	129314	9	28.78	26	57
129384	129393	10	109.70	124	125
129463	129473	11	51.09	57	58
129544	129554	11	0.91	1	1
129626	129641	16	44.38	48	51
129711	129730	20	47.90	51	53
129810	129824	15	83.40	90	90
129893	129908	16	258.38	278	281
129980	129994	15	0.00	0	0
130065	130081	17	39.29	42	42
130152	130159	8	0.88	1	1
130243	130265	23	185.83	201.5	234
130351	130364	14	473.21	510	512
130436	130526	91	120.92	114	255
130597	130662	66	67.61	61	154
130734	130745	12	45.83	50	50
130817	130825	9	9.78	7	23
130896	130908	13	136.46	149	150
130980	131003	24	170.42	192	245
132632	132658	27	0.00	0	0
132729	133108	380	0.00	0	0
136058	136132	75	0.00	0	0
136247	136462	216	6.52	5	17
137645	138019	375	8.70	5	54
140369	140392	24	33.04	46	47
140930	141619	690	3.44	3	11
143242	143268	27	0.00	0	0
143339	143657	319	12.28	1	105
146606	146756	151	92.35	41	247
146871	146878	8	579.88	92	2434
146962	146978	17	176.29	123.5	315
147050	147074	25	105.76	127	131
148697	148723	27	0.00	0	0
148794	149051	258	6.95	0	50
152002	152076	75	0.00	0	0
152191	152200	10	33.80	29	67
152270	152280	11	0.00	0	0
152364	152381	18	10.39	11	12
152452	152464	13	2.77	3	3
152534	152553	20	76.95	81	81
152622	152632	11	0.00	0	0
152703	152713	11	3.64	4	4
152785	152800	16	68.38	73	73
152870	152884	15	32.80	37	37
152956	153932	977	7.49	4	75
156064	156253	190	8.61	8	19
157154	157177	24	38.50	55	59
158922	158966	45	61.07	65.5	82
159180	159210	31	208.19	269	269
160288	160289	2	3.50	7	7
161040	161042	3	14.00	21	21
161598	161709	112	8.79	2	46
163114	163149	36	7.83	4	18
163327	163382	56	19.96	12	58
165213	165665	453	5.87	5	44
166959	167123	165	3.59	3	10
167170	167423	254	2.17	3	7
168159	168163	5	46.40	58	58
169433	169521	89	2.79	3	5
170584	170651	68	7.59	7	13
171318	171417	100	3.95	4	8
