#start	end	length	mean	median	max
1	10886	10886	3.23	2	54
10961	11111	151	8.68	5	22
11185	25643	14459	8.20	3	405
25727	79094	53368	6.63	2	299
79205	79207	3	9.67	14.5	15
79292	80217	926	0.71	0	6
80314	183227	102914	9.65	2	785
183293	234441	51149	4.10	2	262
234506	253599	19094	11.28	3	331
253665	279530	25866	4.71	2	152
279596	293603	14008	4.51	2	64
293659	309684	16026	13.98	3	248
309880	386200	76321	9.88	3	1009
386272	456197	69926	3.93	2	121
456263	459382	3120	6.09	2	66
459449	501046	41598	5.40	1	213
501155	510215	9061	7.58	3	78
510324	558812	48489	4.63	2	172
558879	658108	99230	6.05	2	399
658190	663385	5196	34.55	11	387
663451	704186	40736	10.90	2	667
704245	731493	27249	3.40	1	71
731564	731602	39	0.38	0	4
731677	733523	1847	2.20	2	10
733594	736228	2635	17.27	13	100
736294	755261	18968	6.06	2	124
755327	767320	11994	4.97	3	256
767386	786015	18630	11.43	5	160
786087	786965	879	10.45	9	32
787030	806167	19138	4.79	2	78
806233	815632	9400	4.12	3	29
815698	829702	14005	6.02	2	166
829767	842298	12532	6.93	2	147
842363	850638	8276	12.63	6	116
850711	918364	67654	7.76	2	925
918430	923799	5370	45.17	2	2043
923873	923998	126	4.42	3	16
924073	924109	37	0.76	0	4
924184	924212	29	5.03	1	83
924287	937333	13047	5.39	1	109
937401	958453	21053	7.97	2	533
958519	965544	7026	3.91	2	49
965765	1000767	35003	14.55	2	589
1000833	1006614	5782	8.38	3	110
1006680	1025320	18641	3.43	1	96
1025391	1046041	20651	5.67	2	153
1046105	1064048	17944	4.03	2	50
1064114	1113510	49397	3.82	1	170
1113584	1133259	19676	4.16	2	97
1133326	1138075	4750	7.63	4	56
1138145	1177395	39251	3.61	1	198
1177467	1182316	4850	1.70	1	10
1182382	1205234	22853	9.42	2	347
1205299	1222276	16978	9.54	2	251
1222342	1224305	1964	44.58	12	435
1224370	1261499	37130	5.82	2	120
1261648	1296070	34423	16.58	3	1114
1296133	1313328	17196	9.81	3	341
1313394	1345177	31784	14.01	2	1278
1345245	1357060	11816	4.46	2	118
1357127	1363433	6307	1.87	1	25
1363500	1371701	8202	11.21	3	140
1371768	1381866	10099	8.00	4	76
1381933	1446189	64257	6.20	2	1150
1446263	1471848	25586	140.05	5	34770
1473378	1476177	2800	395840.11	371257	1365305
1476283	1476899	617	72993.79	77323.5	163433
1477058	1488080	11023	21.21	4	577
1488146	1497154	9009	4.35	2	144
1497221	1512727	15507	4.91	2	221
1512809	1552601	39793	4.08	1	377
1552650	1568042	15393	9.62	2	363
1568109	1735508	167400	6.59	2	1624
1735676	1739654	3979	63.10	6	981
1739718	1828011	88294	11.30	2	728
1828086	1828795	710	45.26	7	391
1828861	1872565	43705	9.73	3	463
1872631	1875228	2598	5.85	2	56
1875293	1876356	1064	1.04	0	6
1876426	1914961	38536	2.21	1	46
1915026	1946612	31587	1.72	1	63
1946684	1952290	5607	2.04	1	18
1952365	2047594	95230	34.68	2	4369
2047767	2068895	21129	18.85	5	406
2068960	2075528	6569	11.58	5	163
2075595	2075612	18	3.39	2	13
2075842	2139547	63706	13.37	3	1299
2139654	2299795	160142	101.13	2	118972
2299871	2305864	5994	1.55	1	13
2305940	2317098	11159	3.43	2	55
2317165	2401986	84822	9.98	2	2324
2402073	2429319	27247	56.09	4	2428
2429425	2451174	21750	7.65	2	141
2451240	2466961	15722	9.13	3	266
2467028	2500385	33358	13.01	5	603
2500812	2510594	9783	6.43	2	1511
2510667	2522168	11502	21.81	10	304
2522234	2523177	944	0.43	0	2
2523239	2546431	23193	2.77	1	94
2546497	2554861	8365	4.36	1	156
2554927	2581763	26837	4.99	2	99
2581835	2619406	37572	7.00	2	368
2619477	2700463	80987	16.02	1	5866
2700529	2751592	51064	4.80	2	109
2751658	2765327	13670	16.61	6	239
2765402	2765540	139	2.74	3	8
2765609	2794175	28567	6.62	3	284
2794247	2827853	33607	3.75	1	198
2827927	2835493	7567	4.73	1	44
2835564	2839471	3908	6.03	2	90
2839536	2907746	68211	12.10	3	313
2907814	2931632	23819	6.99	2	224
2931698	2969493	37796	228.32	3	23833
2969566	2969752	187	20.41	5	256
2969826	2969854	29	2.69	3	5
2969926	2969941	16	0.62	1	1
2970014	3037373	67360	7.52	2	508
3037438	3049005	11568	6.17	3	56
3049049	3059786	10738	6.54	2	122
3059851	3075370	15520	2.96	1	61
3075439	3082498	7060	4.28	1	73
3082595	3092707	10113	29.86	3	831
3092776	3097653	4878	6.81	2	260
3097717	3104974	7258	3.27	2	123
3105041	3152964	47924	3.54	1	80
3153032	3173090	20059	5.13	1	187
3173160	3215592	42433	5.68	2	296
3215658	3296682	81025	4.75	2	386
3296755	3348476	51722	3.58	1	112
3348617	3348658	42	16.98	17	20
