#start	end	length	mean	median	max
1	113	113	9.42	10	20
1695	2072	378	4.42	0	58
3150	3903	754	1.07	1	11
4333	4422	90	4.02	4	7
4963	5004	42	5.93	4	23
5369	5559	191	1.82	1	22
5941	6133	193	1.87	2	8
7337	7341	5	0.80	1	1
7765	7975	211	199.18	14.5	1252
8549	8559	11	6.82	7.5	8
9067	9330	264	1.68	1	4
10135	10651	517	0.78	1	4
10934	11088	155	1.95	2	4
11380	11424	45	3.84	3.5	8
11965	11982	18	170.28	186	250
12244	12299	56	4.20	4	6
12809	13128	320	11.61	8	40
13249	13348	100	3.30	3	6
13664	14121	458	12.09	2	778
14929	15008	80	20.16	18	34
15180	15369	190	4.12	2	14
16644	17173	530	2.49	2	11
18818	18843	26	21.92	21	32
19423	19639	217	8.35	3	147
21275	21410	136	5.78	0	88
22011	22320	310	4.78	2	18
22978	23134	157	0.69	1	2
23687	23790	104	3.29	3	7
24853	24985	133	3.73	1	55
25097	25223	127	0.45	0	1
26504	26518	15	18.93	21	23
27095	27313	219	96.72	7.5	524
28016	28081	66	0.68	1	1
28508	29047	540	1.36	1	6
29534	30031	498	1.19	1	3
30473	30476	4	4.50	6	6
31017	31029	13	55.77	60	62
31207	31291	85	4.20	0	61
33219	33412	194	6.58	6	13
34283	34365	83	22.23	9.5	166
35698	35825	128	31.91	1	166
36763	36794	32	7.50	8	11
37473	37496	24	77.29	81	85
38043	38118	76	12.17	10	23
41185	41322	138	0.99	1	2
48913	49122	210	2.82	2	8
50491	50497	7	13.57	15.5	18
51053	51064	12	22.83	26	26
52169	52204	36	55.31	59	71
52997	53154	158	6.89	4	118
53908	54270	363	4.33	1	67
58786	58881	96	9.96	3	35
60260	60288	29	0.97	1	1
61474	61701	228	1.86	1	6
62206	62375	170	6.03	3	28
63479	63504	26	5.62	6	8
64174	64181	8	27.50	32	32
65196	65475	280	0.54	0	2
66349	66750	402	3.93	2	36
66877	67138	262	15.16	4	131
67607	67614	8	2.38	3	3
69190	69216	27	24.67	25	28
71197	71463	267	2.70	2	25
73018	73149	132	0.37	0	2
74988	75091	104	1.63	1	3
76064	76071	8	20.62	24	24
76882	76888	7	110.86	129.5	136
77555	77575	21	79.33	83.5	96
78725	78876	152	5.99	3	14
79381	79387	7	211.86	248.5	252
79922	79935	14	9.79	11	14
82240	82241	2	46.00	92	92
83770	83786	17	20.00	21.5	26
85032	85066	35	48.06	52	61
85772	86043	272	20.26	2	106
87259	87322	64	0.45	0	1
88037	88044	8	4.50	5	6
88822	88950	129	83.22	5	327
89236	89334	99	3.81	2	42
90709	90796	88	4.64	4	7
91406	91444	39	2.49	3	3
92708	92723	16	6.25	6	9
93312	93406	95	0.43	0	1
94121	94179	59	5.93	3	33
94942	94949	8	31.25	37	38
96074	96101	28	6.96	9	10
96983	97102	120	0.00	0	0
97853	97858	6	6.17	8	8
98801	98811	11	4.73	5	6
99115	99121	7	44.57	51	55
99572	99589	18	30.61	29	43
100682	100729	48	6.81	4	29
100800	100856	57	1.70	2	4
101895	101898	4	23.50	32	32
102550	102568	19	26.05	27.5	31
102944	103097	154	5.31	2	44
103305	103373	69	28.09	2	277
104343	104399	57	1.26	2	2
104592	104808	217	0.79	1	1
107407	107565	159	1.99	2	6
110023	110042	20	2.85	3	3
111267	111293	27	2.04	2	3
112611	112658	48	4.44	5	7
113841	113928	88	12.02	3	103
115207	115302	96	3.32	1	15
115702	115742	41	3.46	3	13
119714	119845	132	13.88	3	55
121355	121375	21	8.52	9.5	10
122432	122495	64	5.42	6	8
123246	123445	200	4.73	2	20
123590	123876	287	187.85	4	1567
124390	124392	3	10.67	16	17
125065	125198	134	1.72	0	16
125913	125920	8	24.25	28	28
126458	126463	6	33.00	40	40
126899	127251	353	2.89	2	17
127459	127595	137	9.26	1	43
128079	128081	3	4.00	6	6
128499	128535	37	7.22	7.5	9
129565	129634	70	3.70	4	7
130712	130961	250	8.62	0	176
131736	131762	27	6.26	7	8
133284	133362	79	1.53	1.5	3
134416	134770	355	4.64	2	34
135152	135166	15	10.13	11	11
135899	135916	18	9.61	9	17
136457	136461	5	9.60	12	12
137140	137148	9	39.11	44	46
137953	138071	119	2.17	2	6
138819	138849	31	1.39	0	9
139276	139279	4	0.75	1	1
140147	140234	88	1.19	1	2
141849	142122	274	50.01	32	227
143251	143268	18	116.06	86	242
144058	144428	371	9.53	3	356
144609	144629	21	6.52	5	11
144759	144839	81	4.02	3.5	7
146202	146328	127	6.54	3	37
147559	147588	30	37.80	39	45
148606	148615	10	49.60	55	60
149099	149112	14	24.36	26	29
149326	149345	20	13.15	13	50
149652	149794	143	0.85	1	3
150392	150479	88	1.39	1	2
150939	150952	14	2.71	3	3
152378	153362	985	1.25	1	5
153489	154299	811	1.23	1	3
154432	155731	1300	1.80	1	13
155993	155999	7	2.57	2	5
156966	156982	17	1.47	2	2
157487	157489	3	1.33	2	2
159692	159702	11	8.45	9	11
160321	160323	3	5.33	8	8
161308	161312	5	47.40	59	60
162669	163005	337	1.56	1	7
163732	163774	43	2.65	3	4
166085	166518	434	1.01	0	16
166645	166877	233	0.68	0	4
175515	175917	403	0.58	0	5
177202	177221	20	22.05	23	26
178695	178706	12	13.83	15	17
179376	179559	184	0.66	0	13
179908	180104	197	64.88	57	165
180516	180674	159	35.05	34	64
181065	181080	16	48.62	52	57
181504	181737	234	4.85	3	34
181903	181984	82	253.28	240	405
182213	182739	527	156.39	2	1992
183220	183235	16	61.38	66	69
183926	183941	16	15.19	16	17
184227	184383	157	25.74	25	57
184984	184997	14	3.71	4	5
185115	185164	50	733.18	775	1120
185321	185434	114	166.05	6	1552
186047	186158	112	16.21	1	198
187188	187210	23	4.04	4	5
188812	188903	92	32.47	26	57
189057	189069	13	94.38	106	123
189376	189391	16	25.38	28	31
189899	189912	14	29.50	32	33
190641	190662	22	131.05	138	147
191068	191237	170	122.32	110	280
191628	191639	12	18.83	18	30
192852	192920	69	51.16	45.5	119
193305	193348	44	103.89	108	164
195137	195156	20	88.25	93	104
195765	195781	17	316.41	402.5	420
195986	196020	35	178.77	191	227
196390	196957	568	58.77	42	252
197480	197495	16	10.75	11	14
197781	197815	35	7.77	8	11
197993	198129	137	1.80	2	6
198479	198700	222	26.97	4	152
199613	199963	351	1.74	1	6
200159	200419	261	110.13	1	5540
201614	201660	47	1.47	1.5	2
202318	202319	2	1.50	3	3
203295	203516	222	7.26	4	24
204030	204124	95	2.26	2	10
204833	204963	131	5.89	2	128
209452	209883	432	11.66	1	174
211537	211729	193	50.78	1	512
212738	212827	90	1.43	1	3
214049	214257	209	5.66	1	133
214411	214510	100	16.46	16	22
214907	214915	9	2.78	3	4
215752	215755	4	5.25	7	7
216956	216958	3	14.67	22	22
217817	217834	18	17.72	19	23
218558	218669	112	8.00	1	55
219885	220074	190	0.98	1	2
220747	220758	12	3.75	3	6
221371	221404	34	386.79	443	472
221741	221754	14	2936.00	3056	3591
222970	223274	305	89.50	2	774
223587	223594	8	17.50	20	20
224819	224830	12	6.42	7	7
225377	225379	3	16.67	25	25
225941	225964	24	9.00	9	14
226718	226731	14	16.43	18	21
228129	228132	4	73.00	98	98
228835	228861	27	72.81	77	93
229756	229788	33	17.70	18	23
230488	230517	30	63.27	59	133
231268	231964	697	18.41	4	241
233019	233135	117	1.15	1	4
233409	233633	225	4.18	3	17
234351	234362	12	11.75	12	20
234969	235048	80	3.38	3	11
235580	235768	189	2.33	1	7
237131	237140	10	31.30	35	38
237432	237688	257	58.98	30	211
237890	238414	525	1.08	1	3
238700	238771	72	14.93	8	39
239975	240142	168	1.48	1	3
241115	241126	12	9.92	11	11
242536	242539	4	7.00	9	10
244796	244827	32	15.75	16	28
245323	245554	232	7.09	4	25
245945	246140	196	74.45	4	1776
246507	246524	18	10.11	11	12
247710	247745	36	7.42	7	18
249042	249361	320	3.83	1	15
255557	255773	217	12.62	1	80
256296	256305	10	9.20	10	11
257650	257687	38	3.84	3	6
257757	257812	56	2.64	3	3
258194	258205	12	49.92	57	58
258917	259009	93	55.35	13	158
259955	260105	151	3.75	4	6
260736	260741	6	3.83	5	5
262056	262149	94	1.02	1	2
262876	262972	97	1.54	1	3
265688	266139	452	1.19	0	46
266497	266524	28	8.96	10	14
268184	268295	112	1.19	1	2
268476	268480	5	1.60	2	2
268892	269014	123	0.65	1	3
270467	270717	251	1.73	2	4
272494	272749	256	11.35	0	145
275897	275951	55	1.98	1	5
276168	276180	13	5.00	5	7
276844	276866	23	20.26	16.5	40
278345	278498	154	2.53	1	32
279906	279918	13	13.00	14	15
280591	280593	3	11.33	17	17
281332	281337	6	0.83	1	1
282094	282106	13	24.08	26	28
282845	283016	172	2.35	1	44
283950	283969	20	31.45	33	35
286091	286103	13	751.54	813	877
286362	286538	177	240.81	2	1973
287367	287371	5	3.20	4	4
287696	287757	62	9.79	3	95
288181	288213	33	6.55	7	8
288766	288980	215	540.66	3	2217
