#start	end	length	mean	median	max
1	111	111	4.09	4	14
244	1133	890	5.01	2	57
3108	3254	147	9.57	8	18
3289	3329	41	9.51	10.5	12
3942	4153	212	26.42	15	65
4349	4372	24	53.04	54	64
4408	4444	37	1.14	1	4
4721	4810	90	488.00	589	688
5528	5530	3	59.33	89	89
6518	6523	6	0.00	0	0
6560	6623	64	5.41	6	9
8283	8287	5	3.20	4	4
8480	8481	2	0.50	1	1
8917	8931	15	4.67	5	5
8977	8985	9	11.89	14	15
11749	11902	154	11.00	1	49
11993	12270	278	34.20	3	647
14722	14809	88	87.78	89	132
16988	17195	208	68.55	56	292
19384	19449	66	7.79	5	27
19491	19780	290	4.14	5	7
20297	20426	130	0.80	1	2
22509	22510	2	0.50	1	1
26650	26652	3	2.67	4	4
27379	27483	105	3.41	4	6
27883	28017	135	174.39	152	357
28049	28057	9	0.00	0	0
29096	29213	118	1.39	1	3
30204	30483	280	1.63	1	13
31870	31884	15	4.93	2	15
31932	31967	36	3.11	3	5
32601	33034	434	2.74	0	53
35582	35605	24	2.54	3	5
35858	35949	92	0.45	0	2
36682	36684	3	1.33	2	2
37525	37647	123	1.41	1	3
39211	39310	100	1.55	1	4
39869	40279	411	1.27	1	4
42152	42172	21	0.71	0	3
43084	43201	118	1.45	1	2
44060	44079	20	4.20	4	7
45295	45516	222	5.64	3	29
45551	45637	87	12.61	7	55
46088	46103	16	11.81	11	20
47102	47302	201	5.18	3	11
48227	48447	221	5.12	5	14
48559	48767	209	14.60	8	35
49992	50011	20	6.40	5	13
50068	50072	5	3.20	4	4
50829	50962	134	19.28	9	87
51245	51479	235	43.86	19	120
54847	54929	83	25.16	18	45
56058	56059	2	5.00	10	10
56447	56583	137	6.95	7	10
59665	59785	121	14.93	14	29
62055	62115	61	57.87	40.5	129
62293	62336	44	0.50	0	3
64090	64101	12	4.58	5	5
65509	65519	11	21.64	30	30
66438	66467	30	8.97	9	11
66513	66525	13	190.77	213.5	271
66883	67081	199	3.10	3	7
67256	67303	48	11.46	13	20
68767	68874	108	2.54	3	4
70870	70871	2	2.00	4	4
73011	73022	12	0.00	0	0
77323	77395	73	0.25	0	1
77441	77458	18	2.83	3	3
79100	79248	149	0.74	0	8
79345	79394	50	0.52	1	1
80292	80306	15	0.60	1	2
81290	81291	2	1.00	2	2
82159	82189	31	2.87	3	5
82943	82981	39	2.74	3	4
84554	84794	241	29.62	17	90
84840	84846	7	5.71	6.5	8
86221	86560	340	12.33	4	45
86596	86657	62	14.21	14	27
88317	88623	307	1.34	1	20
88954	89037	84	53.17	73	97
89067	89147	81	47.32	53	58
90438	90443	6	61.83	76	90
90486	90557	72	4.10	5	7
92379	92441	63	3.14	4	5
92544	92603	60	0.00	0	0
93489	93580	92	0.23	0	1
94790	94833	44	3.84	3	6
95278	95458	181	15.07	16.5	32
96659	96761	103	2.71	2	6
97140	97215	76	15.70	16	18
97378	97435	58	70.07	73	84
97487	97545	59	8.47	6	18
98818	98847	30	15.17	18	31
98974	99075	102	1.78	2	3
99967	100198	232	1.90	0	11
100493	100665	173	15.00	8.5	31
101293	101394	102	2.19	1	7
101566	101795	230	0.97	1	3
102150	102171	22	0.00	0	0
102207	102420	214	0.00	0	0
103117	103161	45	0.98	1	1
104383	104397	15	12.93	14	16
105112	105512	401	3.07	2	10
106818	106850	33	8.45	9	11
107889	107927	39	7.72	8	9
108297	108298	2	1.50	3	3
109853	110030	178	2.79	3	7
110688	110870	183	1.16	1	9
112647	112656	10	7.50	8	11
112689	112690	2	1.00	2	2
113354	115141	1788	3.12	3	13
116412	116845	434	4.18	4	10
117350	117392	43	6.44	7	7
118869	118873	5	1.60	2	2
119309	119316	8	5.25	6	6
122064	122068	5	0.00	0	0
123554	123558	5	2.60	3	5
124033	124041	9	5.89	6	8
125374	125378	5	1.60	2	2
126150	126177	28	0.68	1	1
128785	128789	5	0.00	0	0
131033	131044	12	1.42	1	4
132452	132469	18	0.00	0	0
136013	136018	6	0.83	1	1
136057	136062	6	0.83	1	1
137326	137378	53	1.83	1	4
140997	141106	110	5.14	6	8
141589	141639	51	5.82	0	23
142108	142136	29	49.55	52	57
144632	144692	61	148.07	153.5	168
145575	145715	141	1.50	1	24
146634	146646	13	39.77	44	47
147649	147776	128	4.98	2	14
149237	149378	142	1.72	1	6
150057	150111	55	3.38	3	5
151225	151332	108	4.52	4	10
152740	152837	98	18.87	15	38
152943	153116	174	4.26	4	8
153462	153871	410	2.24	2	6
155078	155130	53	5.74	5	8
