#start	end	length	mean	median	max
1	234	234	2.56	2.5	5
804	815	12	169.25	212	222
2208	2270	63	46.03	38.5	100
3894	3898	5	112.00	141	147
4477	4491	15	1367.07	1468.5	1576
4627	4870	244	1848.07	1895	4132
6274	6353	80	12.59	8	49
7098	7223	126	13.88	9	33
7350	7396	47	19.19	20	27
8813	8872	60	118.17	127	142
9971	9990	20	105.70	114	114
11080	11102	23	274.17	280	361
13518	13875	358	3.89	2	54
14365	14376	12	1.83	2	2
14491	14768	278	125.12	115	338
15204	15293	90	60.74	66	102
16548	16868	321	23.61	7	179
18933	18949	17	186.06	195.5	209
19940	20234	295	30.00	23	73
20835	20942	108	36.10	28	158
21198	21286	89	7.37	5	18
21533	21655	123	8.60	8	15
21854	22027	174	39.57	25	150
23006	23255	250	10.10	4	80
24786	24791	6	22.67	27	28
26631	26642	12	58.00	63	66
27875	27888	14	75.64	82	95
29533	30068	536	191.12	143	572
31590	31681	92	0.42	0	3
32564	32643	80	41.10	39	80
33244	33276	33	70.48	73.5	87
34297	34310	14	7.71	8	9
35796	36151	356	71.55	67	145
36428	36526	99	22.87	25	29
36692	36927	236	216.06	252	484
37768	37847	80	31.99	34	95
38493	38533	41	30.78	31.5	47
40546	40559	14	41.50	45	45
41934	41997	64	108.66	110	124
43300	43333	34	26.35	28	39
44279	44298	20	127.55	134	143
44806	44899	94	92.95	4	556
46073	46074	2	2.50	5	5
47188	47192	5	848.00	1063	1066
47667	47678	12	316.00	344	354
48249	48323	75	15.37	14	26
49455	49460	6	34.17	41	42
49944	49960	17	54.35	59.5	69
50084	50103	20	3.70	4	12
50668	50688	21	129.81	138	143
51604	51667	64	16.53	12	33
53309	53496	188	66.55	64	212
53635	53815	181	2146.46	2282	3942
55356	55420	65	136.15	125	320
55494	55783	290	2904.42	2924	7998
58668	58797	130	1028.31	1081	1904
58913	58940	28	1031.61	1122	1364
59015	59046	32	817.44	828	1395
59121	59355	235	14.00	3	130
59734	59788	55	31.80	33	37
59885	59987	103	30.81	26	66
61923	61928	6	17.83	20	24
64212	64219	8	8.75	8	14
66097	66323	227	30.80	30	58
68115	68249	135	38.18	18	149
69231	69295	65	0.97	1	2
70496	70601	106	19.16	19	33
70884	70974	91	48.30	53	59
71434	71511	78	18.50	13	45
