#start	end	length	mean	median	max
1	74264	74264	29.17	1	3889
74350	173054	98705	6.92	2	726
173136	301116	127981	3.72	2	95
301209	301526	318	0.87	0	5
301596	429120	127525	4.81	2	752
429653	438828	9176	0.89	0	12
438900	474077	35178	5.21	1	844
475560	475717	158	28.92	12	94
475789	475807	19	7.16	8	9
475878	478197	2320	33090.48	31553	101343
478303	478936	634	15673.07	15393	49952
479049	479693	645	0.48	0	69
479765	601690	121926	4.21	1	787
601760	614442	12683	1.57	1	21
614513	619563	5051	1.46	1	11
619633	812319	192687	6.39	2	620
812401	907078	94678	4.38	2	737
907164	947894	40731	5.27	1	202
947965	1000552	52588	7.50	2	167
1000624	1039745	39122	3.89	2	102
1039816	1044983	5168	2.63	1	39
1045070	1129345	84276	4.90	2	111
1129417	1130164	748	2.47	1	12
1130236	1137587	7352	1.00	1	7
1137657	1137742	86	0.00	0	0
1137811	1252415	114605	3.86	1	625
1252500	1369155	116656	4.13	2	87
1369227	1377601	8375	2.16	0	26
1377671	1383211	5541	18.34	17	72
1383291	1384904	1614	0.42	0	3
1384975	1544966	159992	6.37	2	340
1545038	1546812	1775	14.97	15	47
1546884	1572625	25742	3.34	1	65
1572697	1618713	46017	2.98	1	53
1618784	1639076	20293	2.78	2	21
1639156	1735418	96263	4.55	2	510
1735490	1774618	39129	3.92	1	126
1774700	1897515	122816	4.97	1	526
1897885	1975104	77220	3.63	2	106
1975174	2088066	112893	2.64	1	195
2088130	2088224	95	1.13	1	3
2088295	2162334	74040	19.91	3	181
2162405	2186826	24422	8.30	1	192
2186895	2235859	48965	2.39	1	42
2235940	2324984	89045	6.35	2	332
2325054	2451457	126404	5.84	2	403
2451531	2451697	167	0.17	0	4
2452934	2453174	241	0.92	1	2
2453289	2453435	147	1.12	1	3
2453568	2453673	106	0.87	1	3
2453848	2455917	2070	0.17	0	3
2456155	2456281	127	0.12	0	1
2459996	2460297	302	0.45	0	2
2460787	2461047	261	3.66	0	16
2461174	2461249	76	12.41	15	21
2461604	2461741	138	1.38	1	6
2463050	2463144	95	6.02	5	12
2464079	2464127	49	2.57	0	12
2465313	2465350	38	4.03	4	10
2466572	2466627	56	1.36	2	2
2467396	2467549	154	1.03	1	4
2468039	2468157	119	1.09	0.5	6
2468665	2468849	185	0.09	0	2
2470797	2470882	86	0.80	1	2
2472875	2473103	229	0.40	0	4
2473806	2473899	94	0.00	0	0
2474323	2474426	104	0.80	1	3
2477462	2477502	41	7.20	8	9
2478661	2478703	43	7.23	9	12
2480144	2480379	236	0.32	0	1
2481004	2481200	197	1.75	1	7
2481615	2481983	369	0.61	0	4
