#start	end	length	mean	median	max
1	99	99	9.67	8	20
1702	1889	188	48.88	27	120
2994	3233	240	41.29	28	147
5709	6159	451	17.11	18	62
6439	6483	45	4.73	5	7
6709	6731	23	5.87	6	7
6992	7248	257	7.28	8	13
7693	7769	77	5.04	6	7
8592	8672	81	11.89	13	16
8892	9188	297	11.03	9	28
9543	9598	56	6.11	7	8
11212	11416	205	0.70	0	4
12715	13396	682	2.60	2	5
16439	16485	47	7.74	8	10
18508	18846	339	1.70	2	4
19624	19660	37	9.59	11	11
19931	19946	16	19.81	21	25
20745	20749	5	5.20	6	8
22763	22783	21	37.57	39.5	44
23282	23735	454	4.91	1	36
24678	24792	115	6.48	6	10
25252	25568	317	3.97	2	15
27090	27205	116	9.47	9	13
27980	28034	55	18.85	19.5	24
29945	29971	27	23.96	25.5	30
32665	32713	49	108.20	117	123
33164	33315	152	23.40	8	71
33724	33807	84	41.68	41	60
35023	35029	7	41.71	49	50
38806	39210	405	12.37	5	57
39667	39981	315	6.43	4	19
41329	41464	136	13.04	5	64
41741	42126	386	182.11	13	653
44113	44889	777	9.57	9	27
46102	46153	52	12.75	11	18
47267	47780	514	30.26	14	100
48420	48459	40	92.62	94	112
49168	49392	225	19.92	18.5	37
50503	50816	314	9.19	4	29
51372	51425	54	4.06	2	15
52977	53088	112	19.23	17	33
53779	53891	113	51.17	43.5	79
54120	54371	252	33.77	33	78
54681	54795	115	44.59	42	74
55699	55840	142	9.95	7	45
56330	56388	59	40.39	41	48
56914	57130	217	11.84	3	76
58028	58195	168	3.57	2	9
59852	60227	376	7.00	3	27
61781	61860	80	7.11	7	11
63067	63171	105	5.64	3.5	14
64054	64055	2	3.00	6	6
65034	65130	97	2.29	2	3
65651	66051	401	2.57	1	20
68020	68069	50	13.46	12	23
68709	68765	57	19.04	21	24
69534	69573	40	22.00	24	28
70459	70474	16	7.31	8	9
71606	71875	270	40.69	14	194
72401	72556	156	55.05	54	83
73406	73482	77	151.88	111	321
73750	73884	135	410.46	460	685
74353	74357	5	349.60	435	454
74895	74941	47	420.13	455.5	501
76481	76551	71	715.62	721.5	1006
77428	77502	75	570.65	585.5	797
78895	79040	146	288.26	323	489
79464	79634	171	52.67	6	751
81405	81420	16	4.38	5	6
81649	82019	371	4.77	4	11
