#start	end	length	mean	median	max
1	248	248	22.52	20	78
855	888	34	3.88	3	9
2967	3056	90	2.76	3	4
4456	4499	44	3.43	4	4
5346	5350	5	0.80	1	1
6332	6375	44	5.52	3	31
7429	7554	126	1.94	2	4
10477	10495	19	0.32	0	1
10649	11142	494	0.66	1	2
11758	11766	9	3.56	4	4
11944	12049	106	42.57	2	999
13878	13919	42	2.00	2	10
15312	15588	277	20.32	5	127
20193	20198	6	0.83	1	1
21006	21512	507	5.49	2	135
22490	22597	108	602.84	21	2014
23840	23894	55	1.78	1	16
26755	26804	50	22.40	3	94
29459	29590	132	424.63	1	2914
30086	30201	116	0.84	1	5
31188	31266	79	19.57	1	157
31732	32274	543	6.97	4	30
34000	34255	256	2.55	2	6
35255	35369	115	3.63	3	22
36380	36666	287	3.99	3	8
37318	37478	161	2.01	1	13
37809	38480	672	3.71	1	368
40260	40263	4	6.00	8	8
41526	41789	264	14.99	8	48
42531	42977	447	723.55	5	7996
43365	43433	69	3.77	2	55
43827	43862	36	3.39	1	30
48514	48738	225	1.29	1	3
48812	48832	21	20.67	16.5	39
49277	49343	67	0.84	1	2
49428	49747	320	20.88	3	168
50182	50237	56	12.09	8	164
51204	51206	3	3.33	5	5
52203	52206	4	25.50	34	34
56367	56375	9	23.44	27	29
58383	58396	14	36.21	35	67
59322	59334	13	460.54	554	584
59830	59852	23	672.52	980	1109
61149	61274	126	1.33	1	3
61686	61718	33	3.03	3	4
62817	62826	10	55.40	56	86
66326	66379	54	2.30	1	24
66833	66853	21	1.10	1	2
69991	70053	63	1.89	2	3
72677	72730	54	6.72	7	9
72867	73707	841	2.73	1	209
74098	74313	216	45.57	2	426
77905	77944	40	26.82	7	94
78063	78292	230	37.39	16	1850
79421	79466	46	7.50	2	29
80370	80425	56	1.71	1	28
82510	82517	8	1.75	2	2
84150	84239	90	2.98	3	5
85732	85751	20	5.40	2	13
87811	87869	59	11.47	2.5	77
88608	88677	70	501.94	11	1235
89371	89414	44	19.86	4	158
93197	93240	44	4.61	1	33
95847	95901	55	2.20	1	23
96560	96567	8	1.75	2	2
97030	97074	45	1.91	2	3
102100	102131	32	0.53	1	1
103236	103508	273	1.27	1	3
104169	104245	77	19.62	2	333
105146	105255	110	1566.65	1112	5814
107820	108315	496	2.08	1	7
109135	109170	36	2.36	1	12
110050	110093	44	6.66	1	38
110802	111000	199	21.75	6	89
111394	111845	452	45.78	7	349
112272	112357	86	1.86	2	3
112799	112902	104	0.79	1	2
113857	114649	793	10.60	5	78
115022	115475	454	2.09	2	8
117072	117301	230	2.84	2	21
118265	118420	156	1.02	1	2
119636	121316	1681	73.61	4	2605
122187	122558	372	1.81	2	6
122653	122785	133	2.74	1	41
124019	124662	644	7.51	4	30
126645	127133	489	1.04	1	22
127761	127805	45	1.82	2	4
130014	130069	56	7.23	2	238
131126	131129	4	3.75	5	5
132343	132411	69	291.97	12	2230
136352	136397	46	736.80	12	2885
137086	137127	42	2.57	3	3
138061	138350	290	1.78	2	3
138443	138496	54	16.44	3	176
140721	140782	62	0.81	1	2
142568	142611	44	7.68	2	64
143179	143194	16	2.31	2	3
143363	143427	65	1385.29	74	3817
143938	143941	4	122.50	163	164
145229	145234	6	2.50	3	3
146725	146791	67	18.79	6	169
146987	147002	16	6.69	5	10
147276	147342	67	38.45	5	223
149650	150043	394	18.57	6	139
