#start	end	length	mean	median	max
1	482	482	740.83	54	8010
2025	2055	31	1448.71	1565.5	1686
3157	3168	12	1698.08	1812	1971
6693	7017	325	58.30	8	719
7789	7802	14	1159.21	1122	1555
8337	8670	334	524.56	162	3659
10375	10433	59	60.56	15.5	271
12486	12487	2	381.50	763	763
13433	13539	107	503.88	66	1915
14089	14234	146	722.90	76	4392
15120	15206	87	1767.33	71	4388
15471	15619	149	134.81	60	319
16271	16334	64	22.80	14	64
16605	16899	295	149.70	31	751
17215	17365	151	109.23	78	215
18737	18766	30	243.47	254	264
21010	21066	57	407.70	331.5	2352
21571	21711	141	3505.47	1564.5	8028
22735	22871	137	19.44	19	74
23958	24000	43	1611.58	2986	3013
24556	24567	12	59.33	66	66
25543	25735	193	1694.24	825.5	5725
26651	26710	60	149.30	136	202
27533	27645	113	2027.46	39	7666
30496	30501	6	28.83	35	35
32053	32059	7	0.86	1	1
32981	32999	19	56.84	26.5	125
34509	34623	115	140.18	115	270
35536	35904	369	36.48	35	74
36268	36277	10	85.90	96	97
36899	37086	188	111.10	106	267
39096	39201	106	318.14	445	669
40087	40189	103	194.67	182.5	375
40403	40588	186	1384.45	1736	3272
40814	41112	299	1588.15	107	8003
42799	42913	115	23.54	18	33
53519	56545	3027	301.94	55	6737
56939	57211	273	28.88	30	68
58592	58785	194	299.02	120	903
60157	60655	499	729.73	110	6199
61340	61372	33	2448.55	2804	3126
61724	61878	155	364.22	340	658
62386	62402	17	53.59	53.5	70
62784	63067	284	152.98	72	553
64727	65338	612	795.03	34	8002
65477	66302	826	54.88	36	158
68133	68187	55	11.60	13.5	17
68614	69271	658	397.09	91	1780
69524	69542	19	101.21	126	128
70089	70129	41	260.61	182	1049
70634	70701	68	1488.26	2172	2193
71620	71729	110	54.74	36	179
72615	72679	65	9.38	10	12
73382	73467	86	11.87	2	37
73921	74033	113	1356.95	66	3339
74265	74278	14	244.93	264	265
74714	74772	59	453.37	21	1034
75187	75280	94	17.35	17	33
76406	76415	10	35.80	40	42
77397	77431	35	337.77	361.5	387
78630	78709	80	1168.70	1442	2042
81025	81115	91	110.42	84	258
82172	82403	232	274.44	128	2200
83316	83379	64	2094.47	2267	2642
86282	86283	2	15.50	31	31
90096	90105	10	240.40	290	314
90832	90843	12	144.17	157	161
94824	95047	224	310.67	190	761
96395	96403	9	186.00	210	215
97736	97753	18	210.06	221	232
98216	98262	47	141.89	150	162
99754	100123	370	2576.79	331	8004
101156	101246	91	495.07	324	827
101763	101777	15	852.73	879.5	1064
103272	103349	78	1629.96	1842	2123
103836	104005	170	202.86	196	607
104849	104852	4	135.50	180	186
110927	110975	49	727.22	886.5	898
112905	113021	117	128.01	144	160
114593	114610	18	94.33	102	124
115043	115298	256	1784.76	76	8001
117522	117551	30	49.97	52	56
120162	120163	2	15.50	31	31
121322	121345	24	65.42	68	74
123493	123870	378	164.39	27	1097
124597	124809	213	451.49	508.5	999
126379	126517	139	26.24	23	58
127112	127377	266	353.85	143	1146
128500	128511	12	12.08	13	15
130102	130114	13	79.38	85	92
130667	130679	13	35.15	38.5	39
131565	131582	18	16.06	17	18
131790	131807	18	1665.61	1763	1765
133153	133219	67	8.09	7	12
134291	134318	28	4.29	4	7
135231	135258	28	332.29	341	359
135892	135933	42	50.90	43	73
136384	136517	134	241.84	65	609
136989	137247	259	47.89	39	93
137974	138000	27	52.00	53	73
138586	138817	232	1601.83	23	7392
140165	140215	51	21.63	23	24
140900	141002	103	17.87	17	26
141735	141916	182	131.62	70	297
142325	142358	34	14.71	15	20
143265	143566	302	124.54	126	202
144070	144247	178	55.46	19	162
144866	144968	103	311.95	330	740
145467	145541	75	3094.11	176	7388
