#start	end	length	mean	median	max
1	34	34	11.09	11	18
1721	2125	405	58.83	38	282
2483	2487	5	60.00	73	81
3694	3697	4	75.75	101	102
5706	5915	210	27.29	20	110
7953	8154	202	61.23	42	135
10657	10824	168	25.99	28	37
11722	11809	88	25.61	21	43
12494	12559	66	24.91	23	49
12631	13121	491	31.79	21	148
14523	14535	13	13.92	15	16
16988	17126	139	25.96	26	38
17817	18600	784	78.72	52	292
22169	22427	259	21.51	11	48
25314	25678	365	63.58	69.5	98
27329	27357	29	34.45	36	39
27976	28056	81	137.31	166.5	284
30036	30045	10	34.40	39	40
30871	30874	4	20.25	27	27
32140	32271	132	89.44	71	236
32814	32938	125	23.14	23.5	32
34466	34524	59	25.41	21	67
34951	35310	360	31.56	27	113
35584	35870	287	30.07	24	52
37197	37684	488	38.14	40	74
38489	38910	422	32.22	30	50
39247	39395	149	107.07	100	191
39936	39978	43	11.44	12	13
43611	43652	42	44.79	46	91
45815	45886	72	30.72	29	73
48739	49298	560	53.50	36	153
50172	50180	9	10.67	12	13
51174	51204	31	47.90	50	54
51469	51705	237	73.12	38.5	168
53302	53427	126	65.32	69	86
56017	56162	146	35.12	28	79
57831	57926	96	28.33	26	58
58266	58858	593	55.05	61	176
59180	59203	24	18.88	20	23
62962	63094	133	43.76	42	59
63719	63816	98	87.46	86	120
64411	64447	37	14.30	15.5	17
67874	68070	197	57.15	43.5	156
69913	69966	54	30.65	32	36
70363	70486	124	73.04	24	283
70721	70853	133	59.20	62	76
72426	72480	55	37.47	38	41
74736	74864	129	89.78	99	136
75774	75884	111	33.23	32	42
77100	77198	99	9.65	8	20
77625	78168	544	45.38	38	109
80378	80423	46	49.98	35	90
81669	82287	619	53.51	38	142
82995	83125	131	90.92	16.5	241
84500	85039	540	39.54	34	73
86471	86819	349	30.81	25	67
88557	88698	142	48.20	22	148
89092	89380	289	48.71	51	81
90890	90920	31	12.74	11	23
92097	92126	30	68.03	71	78
92718	92721	4	14.25	19	19
93796	94019	224	45.42	36	103
94668	94743	76	24.24	21	43
95437	95498	62	20.84	21	32
96297	96416	120	73.25	67	97
97083	97223	141	51.84	48	87
98058	98143	86	10.45	10	13
98537	98965	429	42.09	41	89
101190	101295	106	7.12	5	14
102661	102900	240	52.79	54	71
105372	105748	377	36.08	37	76
106178	106216	39	19.10	22	24
107345	107419	75	115.84	114	151
108583	109229	647	92.70	64	216
110142	110201	60	17.38	17	26
110538	110568	31	11.61	12	15
114175	114313	139	57.55	43.5	117
115124	115383	260	91.46	91	186
118122	118387	266	53.79	40	144
118592	118975	384	40.33	37	124
120044	120307	264	23.57	22	51
121136	121290	155	187.91	124.5	548
121495	122041	547	193.68	148	611
122792	123013	222	46.02	35	100
123087	123142	56	102.11	124	145
124505	124772	268	64.25	54	193
125199	125241	43	35.60	34.5	43
125608	125719	112	12.56	12	23
126443	126482	40	88.20	91	94
127230	127445	216	44.16	50	69
128205	128267	63	41.48	41.5	50
129804	130056	253	61.04	30.5	191
131038	131791	754	22.96	20	48
132203	132381	179	35.26	34	59
134359	134395	37	23.19	24.5	31
135167	135221	55	26.13	25.5	36
138999	139210	212	63.85	77	110
139433	139981	549	47.16	29	226
140054	140108	55	123.76	104	373
140183	140304	122	40.78	47	69
141598	141624	27	63.30	66	91
142618	142981	364	68.94	61	153
143363	143541	179	23.13	24	36
144648	144897	250	91.42	41	386
148123	148288	166	43.66	41	68
149021	149098	78	61.94	63	79
150521	151405	885	97.13	42	567
152594	153064	471	32.66	27	81
154529	154537	9	9.33	10	12
155953	155957	5	70.60	87.5	95
156921	157062	142	38.96	40	61
157907	158018	112	44.75	30	99
158838	159227	390	72.01	72	118
159299	160041	743	32.53	26	78
161404	161701	298	30.12	30	45
162170	162175	6	51.50	63	66
162716	162817	102	51.30	50	67
163626	164189	564	42.85	34	113
164718	165429	712	59.70	50	233
165715	165716	2	49.50	99	99
165906	166019	114	55.80	54	95
167694	167881	188	140.29	76	289
168479	168613	135	55.42	58	66
169253	169564	312	31.36	22	76
170289	170919	631	27.50	23	58
171691	171893	203	114.77	97.5	300
173604	174005	402	80.86	79	162
174711	174884	174	11.72	11	27
175617	175761	145	37.94	38	52
176856	177054	199	15.59	14	39
177580	177774	195	15.15	15	22
179002	179234	233	107.19	121.5	204
179985	180629	645	34.24	34	79
181267	181353	87	40.26	41	58
181999	182214	216	23.43	19	54
183178	183258	81	39.04	40.5	56
184348	184354	7	40.86	47	50
185012	185246	235	54.30	44.5	175
188673	188890	218	52.85	42	95
189830	189837	8	117.38	133	136
190252	190520	269	66.64	57	207
191388	191493	106	47.04	48	71
191851	192224	374	61.60	45	135
193593	193778	186	32.79	33	44
194691	194830	140	10.86	10	15
195512	196153	642	66.10	43	318
197255	197357	103	22.71	23	29
198234	198469	236	28.67	19	172
199163	199275	113	20.27	20	31
200725	200989	265	39.79	39.5	81
201944	201951	8	26.62	30	34
203218	203553	336	48.11	38	123
203947	204003	57	23.02	23.5	40
204484	204684	201	54.74	52	128
205855	206007	153	20.73	20	29
207505	208052	548	48.33	49	67
208641	208674	34	77.59	84	93
208981	209117	137	34.39	34	45
210753	211429	677	77.09	67	395
212039	212132	94	14.59	16	21
212331	212676	346	17.60	14	41
214075	214334	260	54.96	46	121
215780	215798	19	12.79	14	15
216351	216447	97	29.80	28	42
217839	217847	9	19.67	22	24
221311	221591	281	43.41	43	123
222522	222851	330	40.91	29	99
223947	224183	237	67.03	32	178
224421	225564	1144	34.56	28	144
228554	228555	2	126.00	252	252
231679	232325	647	51.05	35	188
232530	232702	173	73.97	82.5	137
236010	236037	28	45.54	47	52
237271	237272	2	13.50	27	27
239608	239755	148	121.80	130	180
240473	240561	89	28.92	29	34
240832	240984	153	29.37	30.5	37
241696	241999	304	22.63	23	36
242435	242848	414	56.45	58	100
244085	244211	127	34.03	36	45
244486	245244	759	40.89	35	112
246373	246567	195	33.72	35	51
247399	247514	116	12.91	12	26
248106	248255	150	33.87	33	52
248928	249172	245	25.60	26	40
250766	250880	115	32.99	34	41
251127	251166	40	29.23	26	50
251847	251851	5	66.00	83	85
252875	252937	63	108.10	75	169
253424	253700	277	30.38	9	386
256293	256822	530	17.65	16	42
257816	257961	146	24.73	20	45
258406	258714	309	46.20	46.5	69
259989	260172	184	25.40	24	86
261097	262846	1750	41.83	33	164
264955	264959	5	42.20	53	53
266265	266319	55	72.93	75	79
267412	267686	275	70.16	62.5	124
267963	268836	874	139.71	37	789
269979	270515	537	62.84	44	183
270792	270933	142	32.87	33	40
272278	272339	62	16.95	17	25
275954	276159	206	42.26	53	66
277168	277304	137	29.03	23	65
278334	278337	4	11.75	16	16
278740	278916	177	167.51	178.5	334
279079	279182	104	22.05	22	31
280026	280095	70	44.59	48	58
281099	281267	169	17.11	16	30
283218	283430	213	15.46	15	24
284990	285154	165	22.48	18	60
285422	285555	134	48.38	50	66
286279	286490	212	32.99	27	102
287124	287446	323	56.81	34	172
289168	289212	45	27.31	32	43
290251	290442	192	48.55	36	87
291367	291679	313	89.41	80	187
293078	293550	473	39.79	31	114
294772	294787	16	57.81	62	64
295343	295941	599	29.66	25	55
297607	297608	2	44.50	89	89
298599	298707	109	30.92	34	51
299524	299712	189	132.14	137	232
301279	301687	409	135.86	72	522
301889	302100	212	40.51	32	369
303178	303307	130	29.81	25	154
304574	304875	302	49.00	51	101
305458	305473	16	49.56	54	67
306470	306617	148	16.00	12	39
307068	307180	113	28.04	28	35
307451	307670	220	34.21	36	49
