#start	end	length	mean	median	max
1	146	146	2.21	2	4
1017	1028	12	4.67	5	6
1818	1838	21	3.05	3	4
4379	5011	633	0.33	0	3
6380	6470	91	0.30	0	1
8151	8155	5	3.20	4	4
8796	8811	16	2.62	3	4
8944	9541	598	0.88	1	6
11060	11102	43	5.84	6	7
12204	12221	18	8.17	8	10
13323	13329	7	6.86	8	8
15748	17132	1385	4.92	2	28
20120	20197	78	0.42	0	1
22112	22170	59	1.75	2	3
22528	23175	648	4.03	3	11
25568	25880	313	3.69	3	8
26802	26988	187	0.98	0	3
27388	27598	211	1.40	2	4
27725	27849	125	0.58	0	2
29545	29989	445	0.08	0	1
30140	30430	291	0.02	0	1
31334	31403	70	0.00	0	0
31842	31876	35	0.97	1	1
32201	32892	692	0.20	0	2
34980	35039	60	0.53	1	1
35625	35893	269	0.00	0	0
36113	36197	85	0.00	0	0
39012	39271	260	0.28	0	2
40238	40468	231	0.00	0	0
41756	41777	22	0.00	0	0
41910	42056	147	0.63	1	1
43080	43209	130	0.68	0	2
43432	43526	95	0.00	0	0
45522	45726	205	0.00	0	1
45937	46212	276	0.00	0	0
49372	49398	27	0.00	0	0
50647	50717	71	0.51	1	1
51987	52393	407	0.15	0	1
53735	54226	492	0.00	0	0
54899	55018	120	0.26	0	1
55340	56160	821	1.53	2	5
57625	58776	1152	0.50	0	3
59182	59315	134	0.11	0	1
60606	60830	225	0.16	0	1
61713	61755	43	0.00	0	0
64713	64942	230	0.01	0	1
66593	66692	100	0.00	0	0
68310	68486	177	0.20	0	1
69270	69318	49	2.18	2	3
69844	69849	6	2.50	3	3
72846	72931	86	1.36	0	3
73481	73524	44	0.00	0	0
74410	74509	100	0.53	1	1
74822	74835	14	1.64	2	2
76207	76232	26	1.81	2	2
78470	78532	63	2.75	3	4
79037	79245	209	0.23	0	2
80341	80385	45	0.00	0	0
80941	81561	621	0.84	1	2
82021	82150	130	0.62	0	2
83126	83260	135	0.15	0	1
84170	84197	28	1.86	2	3
85020	85151	132	0.27	0	1
86715	86860	146	0.00	0	0
89414	89424	11	0.00	0	0
90322	90445	124	0.00	0	0
91061	91076	16	0.94	1	1
91446	91568	123	1.18	1	2
93590	93702	113	0.00	0	0
95283	95343	61	1.11	1	2
95605	95678	74	0.43	0	1
96681	96835	155	0.46	0	2
