#start	end	length	mean	median	max
1	190	190	85.13	96.5	153
308	335	28	10.11	8	21
2796	2799	4	117.25	157	157
3730	3732	3	25.67	38.5	40
5017	5308	292	36.70	22	105
6767	6960	194	18.29	15	36
7735	7806	72	26.79	23	76
9235	9515	281	508.14	27	5387
10467	10583	117	33.41	29	102
11169	11205	37	41.05	44.5	48
11770	11920	151	11.17	9	23
12632	12659	28	14.75	15	19
13062	13198	137	5.47	2	19
13346	13440	95	463.11	400.5	1606
15355	15367	13	172.62	199	246
15443	15445	3	232.00	348	352
16574	16829	256	798.84	593	1890
16980	17417	438	28.85	19	152
18582	18649	68	45.56	41	122
19547	19587	41	8.56	10	12
20545	20559	15	2.07	2	3
21565	22137	573	2.19	1	9
23458	23480	23	0.00	0	0
23583	23843	261	11.56	6	59
24006	24029	24	108.54	114	116
24291	24395	105	5290.25	5871.5	7687
24612	24621	10	466.20	529	540
25561	25605	45	550.62	608	780
28420	28421	2	129.50	259	259
28914	29020	107	79.91	33	186
29468	29471	4	256.25	341	343
30420	30487	68	446.54	17	2557
31400	31568	169	317.25	184.5	866
32388	32632	245	13.98	13	33
32726	32845	120	13.52	14	25
33992	34011	20	186.15	185	272
37231	37240	10	10.20	12	16
37457	37493	37	72.78	78.5	85
37887	37974	88	68.38	72	86
38563	38570	8	5.88	7	7
39462	39464	3	48.00	72	72
41031	41091	61	22.90	22	33
42307	42437	131	6.92	6	13
43578	43610	33	1.03	1	2
45123	45139	17	0.29	0	1
45239	45419	181	0.47	0	2
45528	45598	71	3.82	4	6
46367	46383	17	4.18	4	5
47323	47375	53	1.72	1.5	3
48944	49003	60	3.12	4	4
50333	50442	110	4.01	4	16
52826	53019	194	23.53	14	293
53497	53576	80	60.09	49	147
54417	54425	9	172.00	190	212
54801	54805	5	691.60	864	874
56611	56612	2	96.00	192	192
57897	57951	55	1263.51	1097.5	2770
60304	60560	257	468.34	163	1482
61374	61492	119	20.19	7	63
62150	62163	14	205.07	250	264
65068	65234	167	45.49	47.5	68
67584	67660	77	8.77	1	70
68354	68524	171	1.67	1	4
70025	70037	13	3.23	4	4
71736	72076	341	108.91	23	366
72953	73040	88	151.82	105	396
73803	73918	116	14.22	11	33
77168	77200	33	105.94	112.5	162
77331	77333	3	10.67	16	16
78987	79056	70	4.33	3	13
79281	79310	30	6.37	5	11
80487	80537	51	5.86	5.5	13
81141	81153	13	29.00	31	44
82552	82556	5	8.60	11	11
83646	83647	2	11.50	23	23
85217	85262	46	4.98	5	8
85410	86057	648	1.14	0	8
87000	87319	320	7.47	0	200
89042	89046	5	35.80	45	45
89536	89589	54	3.44	3	7
90720	91323	604	98.24	37	1448
91780	91783	4	220.75	294	295
93085	93102	18	194.06	222	256
98772	98776	5	489.80	612	621
100091	100092	2	70.50	141	141
102399	102454	56	296.14	116	1274
104841	104844	4	749.25	999	1000
106932	106994	63	3857.52	4488.5	5848
108144	108246	103	3167.32	2973	5817
109162	109319	158	323.41	207	931
109905	109968	64	100.08	99	158
112717	112733	17	5.35	5.5	7
113121	113137	17	19.53	22	23
113418	113429	12	134.67	147	148
114171	114172	2	133.00	266	266
114791	115017	227	107.04	51.5	729
116059	116095	37	3.76	4	6
118671	118682	12	16.00	18	20
119121	119325	205	8.68	7	25
120217	120306	90	27.23	9	127
121707	121751	45	4.51	2.5	11
123120	123665	546	174.36	18	2029
124428	124474	47	54.32	45.5	97
124586	124590	5	882.40	1143	1219
127252	127268	17	559.71	609	641
129159	129485	327	817.69	712	3376
130908	130980	73	39.62	45.5	203
132832	133188	357	261.91	8	2614
135784	135960	177	605.93	166	2280
136321	136360	40	6.85	5	20
137153	137170	18	256.28	274	285
138035	138142	108	151.81	86	888
138488	138616	129	9.18	1	147
140204	140252	49	6.39	7	9
142641	142848	208	199.62	9	952
143383	143425	43	34.07	27	125
144086	144196	111	80.14	49	352
145888	145994	107	28.33	20	166
146433	146498	66	35.18	26	114
147726	147731	6	19.17	23	23
148272	148385	114	0.22	0	4
149286	149361	76	33.79	16	78
150211	150224	14	973.86	1044	1085
151017	151131	115	14.09	6	109
152404	152458	55	13.89	16	24
153053	153081	29	2.86	3	5
153682	153685	4	2.50	3	4
153779	154284	506	6.86	6	18
156883	156919	37	3.00	3	4
157751	157764	14	2.79	3	3
158347	158718	372	5.17	4	15
160557	160651	95	266.60	298	626
161576	161614	39	378.82	397	558
162068	162247	180	2564.76	1697	8000
162950	162966	17	340.47	362	363
163495	163570	76	15.33	14	39
165998	166195	198	38.94	27	129
168728	168794	67	31.28	4	170
168927	168949	23	304.74	337.5	381
171191	171243	53	95.91	116	139
172039	172040	2	31.50	63	63
174908	174944	37	25.32	25.5	52
176223	176449	227	265.75	41.5	1004
177869	177952	84	347.80	293	506
178295	178343	49	29.73	33	43
178965	179004	40	200.65	238	263
180494	180579	86	119.59	41	720
182095	182226	132	52.20	22	347
183649	183832	184	17.42	18	47
184961	185051	91	120.21	82	337
185436	185752	317	137.07	99.5	376
186575	186607	33	340.45	125	943
189278	189341	64	15.55	15	32
190134	190389	256	1394.21	91	7999
190474	190503	30	7543.20	8002	8011
191227	191486	260	3417.45	3002	8001
192336	192484	149	561.62	600	1076
193208	193501	294	990.33	937	1803
194057	194150	94	37.59	24	181
195345	195535	191	573.45	71	4995
196292	196306	15	750.13	896	1738
197162	197175	14	545.93	590	626
198526	198557	32	264.25	286	340
200988	201111	124	6303.23	6463	7981
201595	201600	6	965.83	1151	1215
202624	202730	107	191.29	196	1016
203184	203189	6	570.00	687	700
203976	203977	2	59.50	119	119
205717	205755	39	79.62	76.5	104
209236	209250	15	370.60	397	407
210208	210308	101	13.97	9	68
212448	212506	59	101.83	95	197
212894	212960	67	30.01	30	45
214257	214307	51	23.22	19.5	57
214753	214920	168	108.91	22	391
215883	215898	16	365.88	393	410
216607	216858	252	47.99	29	144
217837	217965	129	17.22	16	36
218917	218918	2	38.00	76	76
220635	220748	114	96.39	32	311
221855	221974	120	2536.44	1246	6271
222788	222829	42	375.83	385	441
224505	224694	190	17.23	14	56
225268	225631	364	3040.45	2368	7999
227171	227241	71	468.07	133	2080
227316	227360	45	1609.07	2389.5	2573
227434	227503	70	1053.79	39	4828
230521	230615	95	1001.46	1230	1898
230733	230926	194	374.48	337	1393
231001	231165	165	4.15	2	21
232878	233120	243	26.65	3	203
233919	233998	80	28.14	25	54
234767	234816	50	74.76	6	494
236173	236246	74	866.84	885	1246
237000	237035	36	764.81	708	1017
238220	238286	67	117.18	117.5	193
239016	239150	135	37.73	34	67
239225	239236	12	24.75	27	27
239333	239556	224	1.60	1	9
240340	240967	628	4.18	3	14
241880	241925	46	68.02	73	138
242406	242431	26	39.58	41	44
243782	243794	13	65.77	83.5	93
247317	247337	21	26.33	28	28
248748	248754	7	9.43	11	12
252252	252262	11	4.55	5	6
253022	253028	7	53.29	61.5	64
254358	254362	5	20.00	25	25
256162	256188	27	18.63	20	22
259083	259088	6	4.33	5	6
259500	259508	9	7.56	8.5	9
260982	261034	53	81.92	55.5	240
261257	261293	37	129.54	137	144
261792	262221	430	4.60	1	26
262363	262491	129	20.34	10	54
263008	263042	35	0.91	0	5
263178	263219	42	10.05	10	14
265359	265436	78	21.19	16	40
270148	270330	183	188.99	59	613
271075	271120	46	8.07	8	11
271319	271559	241	2.35	2	7
272694	272737	44	110.59	138	342
273506	273661	156	25.28	7	161
274133	274177	45	64.18	6	377
276620	276861	242	43.64	9	925
277438	277493	56	70.45	48	126
277584	277645	62	219.52	241	281
279122	279279	158	203.80	108	684
279556	279560	5	1828.80	2286	2286
279819	279970	152	30.49	15	418
280778	280836	59	9.93	9	21
281191	281568	378	190.31	172	541
284036	284108	73	12.75	9.5	39
285611	285831	221	4.56	3	13
287607	287665	59	7.29	10	13
289121	289383	263	448.33	73.5	1866
289840	289933	94	12.64	9	80
291176	291235	60	161.50	154	648
291635	291675	41	56.32	34.5	136
292729	293018	290	78.98	5	324
294120	294133	14	551.93	654	762
295385	295501	117	53.38	6	440
295575	295803	229	117.62	35.5	447
296659	296782	124	115.02	118	186
296999	297107	109	5.28	5	11
298888	299411	524	17.01	11	63
302652	302653	2	15.00	30	30
305071	305086	16	53.62	54	85
307304	307638	335	48.96	14	273
311931	311932	2	46.50	93	93
315065	315243	179	14.64	9	37
