#start	end	length	mean	median	max
1	279	279	0.85	1	2
1627	1890	264	0.52	0	2
2989	3021	33	1.58	2	2
3232	3282	51	0.98	1	1
4384	4385	2	1.50	3	3
4644	4700	57	2.00	2	3
6606	6631	26	4.12	5	5
9116	9615	500	17.52	2	106
11125	11347	223	170.04	6	662
14254	14366	113	40.96	43	108
14482	14527	46	14.28	13	45
14602	14605	4	49.75	66	67
14679	14766	88	3.43	4	5
15280	15296	17	1.88	2	2
15816	15820	5	1.40	2	2
17204	17222	19	2.84	3	3
17448	17569	122	1.16	1	4
17658	17690	33	1.94	1	7
17779	18024	246	1.30	1	4
18113	18133	21	6.29	6	10
18222	18349	128	0.55	0	2
22339	22433	95	0.64	1	1
26169	26241	73	0.37	0	1
27421	27638	218	0.64	1	1
28119	28291	173	0.51	1	1
29237	29426	190	3.50	3	6
29499	29535	37	1.11	1	6
30424	30807	384	0.65	1	3
31390	31553	164	0.73	1	1
32340	32489	150	1.25	1	4
34083	34317	235	3.31	3	7
34909	35132	224	6.96	0	63
35778	36009	232	9.37	1	56
36811	36838	28	4.54	5	5
38081	38357	277	9.75	5	62
38715	38975	261	10.59	2	36
39753	40395	643	1.07	0	5
41443	41459	17	0.65	1	1
44667	44863	197	0.60	0	2
45095	45218	124	0.49	0	2
46326	46729	404	0.51	0	3
47582	47689	108	4.16	3	13
48212	48266	55	8.91	9	12
48636	48639	4	6.75	9	9
49306	49460	155	4.74	0	39
52644	52778	135	3.12	3	5
53745	53804	60	1.07	1	2
54879	54999	121	2.33	2	10
55927	55969	43	2.93	3	4
56684	56787	104	2.02	1	4
57004	57279	276	1.25	0	7
57961	57966	6	0.83	1	1
59314	59469	156	0.83	1	6
59833	59840	8	54.88	62	64
60141	60394	254	3.05	0	35
60641	60736	96	6.71	7	10
63848	64111	264	2.72	1	11
65108	65348	241	3.28	2	10
67156	67213	58	0.29	0	1
67397	67511	115	0.17	0	1
68085	68140	56	3.20	2	8
68660	68778	119	1.50	2	2
70021	70130	110	1.36	1	2
71904	72053	150	13.32	10	31
72295	72578	284	0.74	1	2
74514	74847	334	1.48	1	5
75658	75955	298	181.84	95	607
77006	77170	165	3.61	2	24
77726	77728	3	2.00	3	3
78572	78743	172	1.45	1	15
80901	80914	14	44.57	48	49
81485	81706	222	5.03	6	9
83301	83321	21	8.67	9	10
84159	84290	132	6.69	3	45
84480	84712	233	11.45	1	51
85388	85445	58	3.59	4	5
85544	85950	407	3.14	4	7
86797	87259	463	0.50	0	9
89366	89972	607	0.21	0	4
91140	91156	17	2.12	2	3
93077	93284	208	0.91	1	4
93792	93959	168	0.68	1	1
94569	94950	382	0.47	0	1
95914	95991	78	0.69	1	2
97075	97458	384	1.04	0	25
98539	99044	506	0.77	0	4
100437	100771	335	0.53	0	3
101468	101506	39	2.92	3	3
102884	103173	290	2.23	2	5
103987	104319	333	7.49	2	131
104593	104790	198	4.63	2	108
106156	106205	50	10.20	10	14
107169	107489	321	0.64	0	2
108174	108176	3	0.67	1	1
109596	109620	25	1.92	2	2
110194	110210	17	2.29	2	3
113709	113944	236	6.25	7	15
115031	115287	257	8.08	0	108
115834	115931	98	28.08	11	120
117465	117484	20	0.95	1	1
