#start	end	length	mean	median	max
280	572	293	1.85	0	14
876	894	19	0.00	0	0
3834	4126	293	0.00	0	0
6893	7137	245	0.00	0	0
7291	7604	314	0.00	0	0
10497	10974	478	0.00	0	0
11686	11814	129	0.99	1	1
13120	13434	315	0.00	0	0
14326	14378	53	0.00	0	0
15747	15891	145	0.00	0	0
16615	16643	29	1.90	2	2
18213	18583	371	0.50	0	1
21107	21391	285	1.13	1	2
24175	24415	241	1.15	0	6
27171	27521	351	0.00	0	0
30357	30599	243	0.00	0	0
32685	32703	19	0.95	1	1
34980	35010	31	1.48	2	2
36601	36657	57	0.49	0.5	1
37594	37680	87	0.83	1	1
38602	38758	157	0.00	0	0
39623	39774	152	0.00	0	0
42232	42539	308	0.00	0	0
43323	43386	64	0.00	0	0
43753	43890	138	0.00	0	0
44530	44710	181	0.59	1	1
44885	44922	38	0.00	0	0
46099	46137	39	0.97	1	1
48172	48206	35	0.97	1	1
49455	49565	111	0.00	0	0
52116	52118	3	0.00	0	0
53832	53959	128	0.97	1	1
54248	54314	67	0.99	1	1
55641	55995	355	0.00	0	0
57343	57402	60	0.00	0	0
58183	58446	264	0.00	0	0
60373	60418	46	0.00	0	0
60779	61068	290	0.16	0	1
63264	63454	191	0.00	0	0
63653	63686	34	0.00	0	0
65802	65813	12	0.00	0	0
66294	66495	202	0.35	0	1
66811	66832	22	1.91	2	2
67112	67300	189	0.00	0	0
70021	70128	108	0.26	0	1
70591	70952	362	0.28	0	1
72747	72933	187	0.00	0	0
73555	73638	84	2.43	2	3
74563	74615	53	0.89	1	2
75051	75054	4	1.00	1	2
75529	75533	5	0.00	0	0
76209	76307	99	2.53	4	4
77691	78111	421	0.71	1	1
78268	78345	78	1.19	1	2
78577	78923	347	1.05	1	2
80652	80924	273	0.00	0	0
82656	82952	297	0.00	0	0
84054	84327	274	0.00	0	0
84901	85235	335	0.00	0	0
87087	87204	118	0.97	1	1
87376	87449	74	0.99	1	1
87520	87595	76	0.63	1	1
88043	88053	11	0.91	1	1
89059	89355	297	1.28	0	3
89575	89656	82	1.98	2	2
89726	89773	48	4.79	5	5
90956	90997	42	1.79	2	2
91068	91101	34	0.97	1	1
91351	91357	7	1.71	2	2
91904	92012	109	0.99	1	1
92436	92464	29	0.97	1	1
93161	93178	18	0.94	1	1
93689	93734	46	1.93	2	2
94122	94260	139	0.78	1	1
98017	98042	26	0.00	0	0
102222	102331	110	1.42	1	2
103313	103361	49	0.98	1	1
103752	103762	11	0.91	1	1
104504	104903	400	0.72	0	3
105528	105578	51	0.00	0	0
108146	108152	7	0.00	0	0
112054	112150	97	0.49	0.5	1
113016	113151	136	0.00	0	0
115972	116036	65	0.97	1	1
118791	118833	43	0.00	0	0
124312	124554	243	0.18	0	1
126007	126087	81	0.00	0	0
127489	127592	104	0.99	1	1
127866	127878	13	0.92	1	1
129930	130122	193	0.99	1	1
131467	131479	13	0.92	1	1
132512	132672	161	2.97	3	3
133873	134025	153	1.63	2	2
134845	135090	246	0.00	0	0
136375	136388	14	0.00	0	0
137160	137299	140	0.81	1	1
137855	138067	213	6.46	2	18
138491	138654	164	1.34	0	10
141784	141823	40	0.00	0	0
143732	143930	199	0.00	0	0
144684	144766	83	0.99	1	1
145094	145334	241	0.59	1	1
147262	147278	17	0.94	1	1
148973	148988	16	0.94	1	1
150072	150101	30	1.93	2	2
150465	150522	58	1.97	2	2
152069	152070	2	0.00	0	0
153724	153770	47	0.98	1	1
155967	156613	647	0.00	0	0
158069	158095	27	0.00	0	0
158606	158808	203	0.99	1	1
161086	161126	41	0.98	1	1
162141	162276	136	0.79	1	1
163054	163060	7	0.00	0	0
163715	163747	33	0.00	0	0
164243	164317	75	0.00	0	0
164387	164548	162	0.00	0	0
165581	165586	6	0.00	0	0
167332	167463	132	0.99	1	1
169096	169139	44	0.98	1	1
169446	169565	120	1.87	2	3
171399	171498	100	0.56	1	1
172252	172696	445	0.00	0	0
174017	174089	73	0.00	0	0
174654	174669	16	0.00	0	0
175800	175812	13	0.00	0	0
176089	176210	122	0.00	0	0
177333	177962	630	0.00	0	0
180561	180776	216	0.00	0	0
182370	182612	243	0.00	0	0
183096	183224	129	0.43	0	1
183672	183845	174	0.72	0	2
185703	185714	12	0.00	0	0
187701	187833	133	0.00	0	0
192445	192621	177	0.00	0	0
194140	194314	175	1.24	1	2
195263	195432	170	0.25	0	1
199203	199228	26	0.92	0	2
199299	199316	18	1.89	2	2
199388	199484	97	1.49	2	2
199689	199766	78	0.00	0	0
200115	200294	180	0.00	0	0
200721	200890	170	0.99	1	1
201428	201463	36	0.00	0	0
201770	202123	354	0.00	0	0
203789	203794	6	0.00	0	0
204620	204799	180	0.00	0	0
205826	206025	200	0.00	0	0
206395	206497	103	0.27	0	2
207583	207629	47	0.98	1	1
207963	207973	11	0.91	1	1
208304	208413	110	1.95	2	3
208639	208706	68	0.49	0	3
209499	210021	523	0.00	0	0
211024	211145	122	0.00	0	0
212433	212436	4	0.00	0	0
213175	213711	537	0.38	0	1
213985	214256	272	0.00	0	0
214725	214897	173	0.00	0	0
215276	215285	10	0.00	0	0
216519	216604	86	0.00	0	0
217457	217785	329	0.47	0	1
218050	218052	3	1.33	2	2
219173	219330	158	0.24	0	1
221193	221217	25	0.00	0	0
222449	222898	450	0.42	0	1
224069	224247	179	0.31	0	1
225046	225110	65	0.00	0	0
229826	229918	93	0.00	0	0
231275	231310	36	0.97	1	1
232632	232682	51	0.00	0	0
233124	233209	86	0.83	1	1
235786	235938	153	0.37	0	1
237520	237577	58	2.67	3	3
238883	239168	286	3.31	5	5
240747	241041	295	0.25	0	1
241984	242016	33	0.00	0	0
244501	245007	507	0.00	0	0
245803	245816	14	0.00	0	0
246003	246132	130	0.00	0	0
246328	246408	81	2.48	3	3
247162	247207	46	0.98	1	1
248618	248952	335	0.09	0	1
250603	251035	433	0.03	0	1
251273	251436	164	0.01	0	1
252382	252459	78	0.00	0	0
252754	252884	131	0.00	0	0
254064	254186	123	0.00	0	0
254340	254442	103	0.00	0	0
255655	255755	101	0.00	0	0
257013	257170	158	0.99	1	1
257606	257895	290	0.00	0	0
259056	259356	301	0.00	0	0
260473	260695	223	0.00	0	0
261239	261656	418	0.32	0	3
262065	262503	439	0.00	0	0
262843	262955	113	0.27	0	1
263334	263434	101	0.00	0	0
263675	263872	198	0.00	0	0
264542	264565	24	0.25	0	1
264968	265005	38	0.00	0	0
266108	266327	220	0.00	0	0
267561	267572	12	1.83	2	2
268955	268991	37	0.00	0	0
269063	269069	7	0.00	0	0
269140	269228	89	0.00	0	0
270120	270244	125	0.00	0	0
270422	270544	123	0.00	0	0
271238	271415	178	0.64	0	2
274215	274302	88	0.00	0	0
275839	275898	60	0.88	1	1
276673	276694	22	0.00	0	0
277859	278199	341	0.29	0	1
279352	279483	132	0.00	0	0
279916	280129	214	0.00	0	0
280553	280917	365	1.10	1	2
281557	281644	88	0.00	0	0
282500	282547	48	0.94	1	1
282950	282965	16	3.06	3	4
283413	283646	234	1.40	0	7
284325	284329	5	0.00	0	0
285839	285898	60	1.97	2	2
286055	286059	5	1.60	2	2
287560	287572	13	0.00	0	0
288454	288455	2	0.00	0	0
289260	289325	66	0.00	0	0
290163	290394	232	0.75	1	1
291262	291263	2	0.00	0	0
292125	292129	5	0.00	0	0
292984	293316	333	0.19	0	1
293397	293404	8	0.88	1	1
293475	293544	70	0.46	0	1
294043	294301	259	0.07	0	1
295034	295090	57	0.00	0	0
295934	296074	141	0.00	0	0
296145	296150	6	0.00	0	0
296222	296248	27	0.00	0	0
297137	297151	15	0.00	0	0
298618	299183	566	0.07	0	1
299877	300121	245	0.12	0	1
300911	300934	24	0.96	1	1
301319	301472	154	0.00	0	0
302448	302464	17	0.94	1	1
303323	303633	311	0.00	0	0
305842	305848	7	0.00	0	0
308351	308368	18	1.89	2	2
310784	310789	6	0.83	1	1
