#start	end	length	mean	median	max
1330	1607	278	5.66	6	9
2706	2716	11	8.45	9	10
2730	2759	30	6.20	6	8
2766	2771	6	3.67	5	5
2782	2956	175	0.79	1	1
3272	3559	288	0.91	0	3
3569	3703	135	1.01	0	3
4796	4910	115	4.51	4	6
7368	7383	16	1.88	2	2
7410	7437	28	0.71	1	1
8281	8354	74	1.55	1	3
9159	9293	135	34.81	3	78
10479	10624	146	17.30	29	32
11291	11364	74	13.03	13	19
11370	11387	18	18.89	20	21
12147	12211	65	8.55	9	18
12635	12640	6	22.00	26	27
13052	13114	63	10.95	12	17
13121	13156	36	0.39	0	4
14615	14657	43	0.93	0	2
14925	14936	12	0.92	1	1
15678	15781	104	1.16	1	2
16031	16177	147	6.12	7	9
16400	16482	83	3.47	3	5
16816	16908	93	1.46	1	2
18058	18257	200	2.24	2	3
19146	19266	121	0.99	1	1
19738	20321	584	0.22	0	1
20327	20359	33	0.97	1	1
21659	22024	366	0.04	0	1
23591	23631	41	0.00	0	0
25702	25895	194	1.36	1	2
26754	26764	11	0.91	1	1
27050	27394	345	3.59	2	10
30531	31219	689	1.61	1	4
32552	32719	168	0.57	1	1
32957	32998	42	0.00	0	0
33635	33656	22	0.00	0	0
37520	37531	12	0.92	1	1
40012	40104	93	0.77	1	1
40471	40894	424	0.54	0	19
41480	41596	117	0.61	1	1
42455	42649	195	1.62	0	6
45035	45220	186	0.59	1	1
45863	45994	132	0.86	1	1
48619	48632	14	1.86	2	2
49341	49451	111	1.62	2	3
50466	50701	236	0.43	0	2
51902	52075	174	4.03	1	11
54167	54248	82	0.00	0	0
54663	54733	71	0.00	0	0
55130	55296	167	0.00	0	0
56215	56220	6	1.67	2	2
58729	58778	50	0.50	1	1
59115	59491	377	0.99	0	5
59903	60465	563	0.00	0	0
61654	61656	3	0.00	0	0
61662	62250	589	0.00	0	0
62721	62732	12	0.00	0	0
63018	63049	32	0.00	0	0
65221	65281	61	0.00	0	0
67130	67165	36	0.00	0	0
67952	67989	38	0.00	0	0
68989	69086	98	0.00	0	0
69770	69881	112	0.00	0	0
70083	71110	1028	0.21	0	2
71747	71862	116	1.84	3	3
72517	72691	175	2.50	3	7
73745	73911	167	1.20	0.5	4
74380	74624	245	3.32	2	6
75516	75643	128	0.99	1	3
76127	76324	198	0.95	1	1
77018	77066	49	0.98	1	1
78057	78509	453	0.52	0	4
79524	79683	160	0.72	1	1
81952	82057	106	0.05	0	1
82063	82065	3	0.00	0	0
82903	83168	266	0.00	0	0
84045	84058	14	0.00	0	0
85259	85444	186	0.52	1	1
86264	86327	64	0.00	0	0
87947	87968	22	0.00	0	0
88779	88887	109	0.27	0	1
90490	90494	5	0.80	1	1
91043	91046	4	0.75	1	1
91665	91676	12	0.92	1	1
92406	92446	41	0.00	0	0
93227	93274	48	0.27	0	4
95249	95295	47	0.98	1	1
95421	95511	91	1.51	1	4
96034	96113	80	0.99	1	1
96765	96868	104	1.45	0	5
98512	98938	427	50.59	2	221
99890	99900	11	0.09	0	1
102526	102901	376	0.97	1	2
103829	103867	39	0.97	1	1
104771	104832	62	0.47	0	1
105610	105700	91	0.00	0	0
105706	105757	52	0.00	0	0
105876	105937	62	0.00	0	0
106802	106962	161	0.78	1	1
110809	110895	87	0.62	1	1
115348	116025	678	1.14	1	4
117440	117564	125	0.00	0	0
117570	117869	300	0.00	0	0
118701	118825	125	0.22	0	1
120239	120244	6	0.00	0	0
122141	122304	164	0.59	1	1
122689	122694	6	0.83	1	1
124690	124720	31	0.00	0	0
124726	124758	33	0.00	0	0
125071	125139	69	0.00	0	0
126061	126164	104	0.05	0	1
128652	128871	220	0.26	0	1
129382	129424	43	0.00	0	0
130097	130158	62	0.00	0	0
136138	136147	10	0.00	0	0
137129	137147	19	0.00	0	0
137853	137854	2	0.00	0	0
139187	139210	24	2.88	3	3
140789	140875	87	2.84	3	4
142505	142513	9	8.00	9	9
142521	142618	98	4.04	0	9
143156	143200	45	0.51	1	1
143813	143815	3	0.67	1	1
145136	145141	6	2.17	3	3
145397	145560	164	0.84	1	3
149272	149418	147	0.49	0	1
150052	150174	123	1.27	1	2
151657	151782	126	1.52	1	4
152410	152461	52	0.98	1	1
152936	152942	7	0.86	1	1
155603	155615	13	1.85	2	2
156048	156142	95	0.99	1	1
156959	156968	10	0.00	0	0
158001	158059	59	2.10	1	4
160127	160139	13	0.92	1	1
160749	160835	87	0.00	0	0
161457	161463	7	0.86	1	1
162289	162364	76	0.89	1	1
163157	163382	226	0.56	1	2
164790	165139	350	0.69	0	2
165476	165505	30	0.00	0	0
166928	167153	226	0.48	0	1
167898	167967	70	0.00	0	0
169132	169242	111	1.28	1	2
169555	169664	110	1.79	1	5
171708	171880	173	0.00	0	0
174381	174476	96	0.56	0	2
175044	175077	34	0.97	1	1
175702	175804	103	1.57	1	5
176903	176970	68	1.12	1	2
177856	177951	96	10.65	3	19
179245	179366	122	0.14	0	1
180660	180668	9	1.78	2	2
181644	181750	107	0.49	0	1
182549	182595	47	9.74	17	17
183061	183095	35	2.23	3	3
183519	183578	60	3.80	1	8
184014	184115	102	4.09	4	6
184632	184654	23	2.00	2	3
185678	185829	152	0.66	1	2
186259	186388	130	0.15	0	1
187094	187156	63	0.51	1	1
187766	188011	246	0.70	1	1
189553	189592	40	0.00	0	0
189920	189939	20	0.00	0	0
190666	190696	31	1.35	1	2
191054	191230	177	0.62	1	1
192032	192080	49	13.16	13	14
192351	192567	217	1.29	0	10
193516	193665	150	1.17	1	6
193671	193724	54	6.59	6	9
194298	194339	42	54.02	61	61
194349	194396	48	52.31	50	60
195189	195258	70	0.00	0	0
195625	195750	126	1.21	1	2
196723	196809	87	0.56	1	1
