#start	end	length	mean	median	max
1522	2051	530	2.61	1	18
3258	3279	22	2.18	2	3
4995	5239	245	3.10	2	17
7265	7301	37	2.30	2	3
9816	9913	98	2.30	3	4
10826	10886	61	0.00	0	0
10961	11111	151	8.68	5	22
11185	11574	390	2.05	2	86
11678	11873	196	0.78	0	4
12309	12467	159	10.48	3	169
13014	13132	119	12.22	11	24
13556	13713	158	3.01	3	8
13993	14088	96	10.09	9	16
14875	14913	39	5.44	6	8
23735	23860	126	3.95	3	9
25442	25643	202	2.03	2	6
25727	25912	186	6.90	5	72
26879	27022	144	0.66	1	2
27440	27594	155	0.00	0	0
29205	29244	40	3.35	3	4
29605	29721	117	0.95	1	3
31066	31188	123	18.76	17.5	38
31504	31513	10	9.40	11	11
31817	32056	240	26.94	25	68
33152	33223	72	1.83	2	6
33551	33581	31	1.52	2	2
33792	34294	503	1.07	0	8
38945	39055	111	1.26	0	5
39827	39876	50	3.62	4	5
41200	41303	104	1.36	1	4
41910	42003	94	3.37	4	7
42349	42432	84	2.24	2	8
43363	43561	199	4.85	5	11
46469	46580	112	5.61	6	10
47205	47365	161	0.34	0	1
48098	48232	135	2.91	3	4
49025	49042	18	1.89	2	2
49937	50020	84	114.12	127	200
51122	51184	63	67.10	65.5	88
51725	51827	103	6.19	5	15
52695	52830	136	2.98	2	19
53242	53662	421	5.45	5	14
57971	58191	221	1.92	1	6
58480	58585	106	4.53	5	9
59078	59121	44	2.93	2	7
59374	59408	35	1.46	1	4
59865	59895	31	0.97	1	1
63018	63199	182	1.46	2	3
63890	63908	19	1.05	1	2
64965	65011	47	3.55	3	5
65348	65551	204	5.42	5	12
66692	66922	231	2.22	2	6
68360	68619	260	51.90	30	147
71557	71588	32	3.69	2	7
72220	72273	54	2.91	4	4
74509	74628	120	4.22	4	11
75196	75300	105	0.15	0	1
76210	76236	27	0.96	1	1
78894	79094	201	9.54	5	41
79205	79207	3	9.67	14.5	15
79292	79485	194	0.75	0	6
80191	80217	27	1.70	1	3
80548	80623	76	1.34	1	5
81671	81675	5	4.80	6	6
82666	82747	82	2.59	3	5
83981	83995	15	0.93	1	1
85166	85182	17	5.00	6	7
85570	85635	66	1.91	2	3
86464	86527	64	0.00	0	0
87131	87207	77	1.12	1	4
88002	88203	202	46.69	0	344
89478	89574	97	52.89	17.5	173
89917	89923	7	10.29	12	12
92320	92327	8	3.50	4	4
93276	93288	13	1.69	2	2
93949	93950	2	0.00	0	0
96890	96926	37	0.59	0	2
97599	97739	141	7.95	8	13
98349	98479	131	1.47	2	4
99248	99683	436	0.86	1	3
100449	100582	134	11.51	2	30
103661	103709	49	2.10	2	3
105213	105323	111	13.89	8	35
106713	106733	21	3.52	4	5
108149	108155	7	5.00	6	6
109776	109782	7	1.71	2	2
117537	117713	177	1.16	1	6
119697	119914	218	6.03	5	16
122171	122316	146	0.79	0	5
123829	123979	151	0.75	0	9
124262	124373	112	0.04	0	1
125568	125642	75	9.03	7	19
130539	130894	356	33.60	3	155
