#start	end	length	mean	median	max
1	691	691	2.13	0	17
1832	1837	6	2.00	2	5
2765	2868	104	2.47	3	5
4819	4820	2	6.50	13	13
8572	8578	7	1.14	1	3
9943	9946	4	1.50	2	2
11273	11274	2	1.50	3	3
12058	12256	199	0.88	1	2
12650	12837	188	0.26	0	3
13531	13557	27	0.00	0	0
14263	14991	729	0.28	0	3
15763	15866	104	0.00	0	0
17337	17338	2	24.50	49	49
18987	19073	87	0.00	0	0
19147	19154	8	3.25	0	13
19229	19324	96	12.82	3	40
23010	23021	12	4.75	5	8
26112	26159	48	4.79	6	6
28243	28244	2	1.00	2	2
29781	29803	23	6.52	4	13
30242	30243	2	17.50	35	35
31108	31110	3	0.00	0	0
32197	32201	5	0.60	0	3
33024	33058	35	3.40	0	17
33956	33978	23	10.35	11	17
34973	34974	2	1.00	2	2
35584	35809	226	5.18	3	21
36134	36139	6	6.67	7	12
36758	36799	42	0.00	0	0
41129	41408	280	3.76	0	30
43407	43580	174	2.40	0	11
45600	45769	170	1.09	1	3
46211	46441	231	0.00	0	0
46790	47193	404	0.40	0	3
48414	48669	256	0.74	0	5
49228	49291	64	0.50	0	2
51308	51633	326	0.34	0	2
52426	52474	49	22.82	16	47
53048	53076	29	2.59	0	12
57295	57885	591	3.08	2	19
59440	59618	179	0.68	0	2
61515	61976	462	14.52	0	149
64646	64830	185	2.67	0	16
66802	66821	20	140.40	114	205
67086	68626	1541	1.79	0	29
68996	70403	1408	3.10	1	36
72084	72087	4	1.50	2	2
75241	75242	2	10.50	21	21
77335	77624	290	0.68	0	7
78975	79032	58	26.05	1	75
79747	79752	6	9.17	11	11
81677	81689	13	3.69	4	4
84673	84682	10	32.80	37	39
85058	85065	8	17.88	22	28
85210	85227	18	7.39	8	14
88339	88347	9	4.11	5	5
89245	89298	54	0.78	1	1
90991	91198	208	6.89	0	36
92837	93051	215	5.45	0	29
93138	93190	53	3.36	1	10
96168	96406	239	1.21	0	5
100565	100566	2	0.00	0	0
101962	101984	23	0.96	0	8
103929	103940	12	22.00	27	28
105540	105591	52	2.79	1	12
107164	107272	109	1.22	1	3
108593	108856	264	5.14	1	33
109172	109345	174	0.07	0	1
109796	110812	1017	1.85	0	19
111116	111609	494	3.20	2	25
112615	112771	157	0.00	0	0
113759	113771	13	0.00	0	0
115851	116261	411	0.47	0	2
116707	118311	1605	103.55	0	7999
