#start	end	length	mean	median	max
187	189	3	2.00	3	3
315	336	22	0.00	0	0
2797	2800	4	0.00	0	0
3728	3733	6	2.50	3	3
5885	5965	81	1.95	2.5	6
7394	7664	271	0.60	0	5
8616	8728	113	0.00	0	0
9317	9375	59	2.25	0	8
9940	10041	102	0.00	0	0
10083	10091	9	0.00	0	0
10803	10840	38	0.95	1	2
11243	11592	350	17.59	1	143
13508	13595	88	214.43	160	551
14733	14759	27	5.04	5	7
14797	15019	223	1.81	1	6
15965	16093	129	0.00	0	0
16436	16498	63	0.00	0	0
17030	17048	19	0.95	1	1
17490	17872	383	0.00	0	0
19970	20003	34	0.00	0	0
21153	21197	45	0.00	0	0
23058	23340	283	0.29	0	2
24043	24472	430	0.25	0	1
25013	25115	103	0.24	0	1
25800	25806	7	0.00	0	0
28426	28428	3	0.00	0	0
29434	29436	3	0.00	0	0
29980	29997	18	0.00	0	0
31211	31277	67	0.33	0	1
32121	32161	41	0.73	1	1
32447	32548	102	2.98	1	13
32996	33367	372	0.48	0	3
34361	34510	150	0.00	0	0
34814	35338	525	0.21	0	1
37055	37102	48	1.00	2	2
38672	38772	101	0.77	0	5
39532	40127	596	0.18	0	2
41619	41662	44	0.82	1	1
41710	41719	10	0.00	0	0
42908	43197	290	0.25	0	2
44179	44307	129	0.26	0	2
46021	46042	22	0.82	1	1
46088	46185	98	1.92	1	7
47350	47413	64	4.89	8	9
48311	48367	57	0.00	0	0
50405	50446	42	0.00	0	0
51818	52215	398	1.23	0	6
52258	52276	19	1.79	1.5	3
52538	52645	108	34.54	18	143
52859	52868	10	0.00	0	0
53805	53851	47	34.87	35	62
56684	56685	2	0.50	1	1
57184	57340	157	3.63	2	28
57788	57792	5	0.00	0	0
58741	58874	134	3.57	3	11
58921	58942	22	1.23	1	2
60143	60160	18	0.83	1	1
61079	61102	24	2.17	2	5
61787	61790	4	0.75	1	1
63408	63490	83	0.12	0	1
63540	63544	5	0.00	0	0
64844	64858	15	0.00	0	0
66632	66649	18	0.00	0	0
66887	67047	161	0.00	0	0
68386	68632	247	0.29	0	2
69674	69705	32	0.00	0	0
70863	70875	13	1.85	2	2
72394	72395	2	0.00	0	0
73831	73857	27	0.00	0	0
73897	74012	116	0.31	0	1
74832	74874	43	0.88	0	2
74919	75686	768	1.72	0	25
76833	76850	18	0.39	0	1
80076	80117	42	1.33	2	2
80163	80351	189	0.54	0	4
80745	80824	80	0.20	0	1
81419	81426	8	0.38	0	1
82316	82371	56	8.93	3	46
83923	83987	65	0.83	0	3
85203	85316	114	0.63	0	2
86457	86493	37	0.00	0	0
88009	88491	483	0.45	0	3
89260	89277	18	0.00	0	0
90217	90268	52	0.00	0	0
91837	91986	150	0.24	0	1
93325	93415	91	0.47	0	2
93644	93930	287	0.00	0	0
94351	94576	226	7.12	1	32
94865	95013	149	6.30	4	23
95269	95764	496	0.15	0	2
95987	96034	48	0.00	0	0
97651	98059	409	0.03	0	1
100443	100643	201	0.86	0	4
102065	102077	13	9.23	10	10
102453	102457	5	4.00	5	5
104263	104264	2	0.50	1	1
105549	105604	56	5.00	1	15
107957	108212	256	0.84	1	3
109114	109119	6	3.33	4	4
109777	109790	14	2.50	2	4
112695	112870	176	0.68	1	2
115220	115268	49	0.00	0	0
117702	118221	520	0.18	0	1
119340	119384	45	0.00	0	0
119479	119482	4	0.00	0	0
120983	120995	13	0.00	0	0
122703	123045	343	0.68	1	3
123889	124009	121	2.11	1	5
124775	124815	41	0.10	0	1
128074	128107	34	0.85	1	1
128205	128253	49	0.08	0	1
129910	129979	70	1.03	1	2
130224	130461	238	0.15	0	1
131065	131077	13	0.92	1	1
132476	132480	5	0.80	1	1
133570	133571	2	0.00	0	0
135141	135175	35	0.89	1	1
135330	135974	645	0.00	0	0
136917	136921	5	0.00	0	0
136974	137240	267	0.11	0	1
138963	138964	2	0.00	0	0
139561	139577	17	0.82	1	1
139621	139742	122	1.48	0	5
140745	141352	608	0.91	1	3
141809	141812	4	0.75	1	1
143114	143131	18	11.39	13	13
148801	148805	5	0.00	0	0
150120	150121	2	1.00	2	2
152428	152480	53	1.23	1	2
154935	154938	4	0.00	0	0
157026	157088	63	9.43	13	15
158238	158340	103	32.74	24.5	115
159256	159278	23	0.26	0	1
159338	159607	270	0.38	0	1
160034	160097	64	0.38	0	2
162801	162905	105	0.32	0	1
162951	162958	8	0.00	0	0
163352	163387	36	0.00	0	0
164375	164462	88	0.55	0	2
165590	165601	12	3.75	4	5
166343	166344	2	0.00	0	0
166963	167190	228	3.37	2	11
168232	168264	33	0.21	0	1
170840	170851	12	0.00	0	0
171287	171510	224	0.48	0	2
172402	172491	90	0.28	0	1
173904	173997	94	0.00	0	0
174946	174947	2	3.00	6	6
176352	176517	166	0.12	0	1
177886	178453	568	1.49	0	9
179216	179377	162	0.22	0	1
182039	182055	17	22.53	22.5	29
183984	184143	160	25.52	0	115
185569	185594	26	0.00	0	0
185638	185859	222	0.32	0	1
186142	186181	40	0.00	0	0
186971	186985	15	0.20	0	1
188606	188996	391	2.45	0	21
191592	191657	66	0.02	0	1
191705	191781	77	0.00	0	0
192142	192222	81	0.96	1	1
192255	192378	124	0.00	0	0
195571	195582	12	5.58	6	7
196348	196379	32	0.50	1	1
197172	197194	23	0.43	0	1
198053	198099	47	0.00	0	0
198137	198161	25	0.00	0	0
198507	198710	204	0.20	0	2
200319	200398	80	0.00	0	0
202787	202994	208	1.98	0	11
203529	203588	60	1.68	2	3
204249	204359	111	0.99	1	7
206051	206157	107	0.20	0	1
206596	206665	70	0.36	0	1
207887	207895	9	3.67	4	5
208274	208370	97	0.88	0	10
209223	209242	20	2.60	3	4
210143	210254	112	0.12	0	1
211428	211466	39	0.64	1	4
212061	212062	2	1.00	2	2
212675	212685	11	0.91	1	1
215828	215904	77	0.00	0	0
216637	216817	181	0.00	0	0
217400	217796	397	0.18	0	1
219689	219831	143	0.25	0	1
220726	220735	10	0.20	0	1
220769	220796	28	0.50	1	1
221250	221428	179	10.49	6	38
222131	222149	19	0.63	1	1
222678	222740	63	0.57	1	1
225180	225322	143	1.03	0	5
227843	227844	2	0.00	0	0
227964	228137	174	0.86	0	3
230327	230377	51	0.00	0	0
231173	231174	2	0.00	0	0
235488	235659	172	0.26	0	2
237079	237117	39	2.38	2	3
238229	238267	39	0.15	0	2
239757	239843	87	1.30	1	6
241359	241490	132	19.89	5	67
242916	243070	155	0.38	0	1
244701	244949	249	0.74	0	3
246250	246288	39	10.51	4	49
247111	247142	32	2.31	2	5
249813	249817	5	9.60	11.5	15
250720	250820	101	0.36	0	1
250943	251050	108	5.26	1	22
251142	251171	30	24.83	17	77
251895	251910	16	9.38	10	13
252032	252065	34	4.15	7	7
252104	252154	51	7.33	7	22
253004	253013	10	0.00	0	0
253047	253150	104	5.49	1	21
253874	254022	149	2.60	3	6
254578	254640	63	1.84	2	3
254694	254721	28	4.64	5	6
255916	256050	135	0.00	0	0
256171	256230	60	5.50	7	9
256987	257001	15	0.73	1	1
257857	257870	14	0.00	0	0
259221	259254	34	28.00	35	36
261664	261788	125	17.96	19	32
262272	262277	6	1.67	2	2
263301	263408	108	12.46	2	35
263862	263867	6	2.33	2	6
264654	264655	2	1.00	2	2
266395	266420	26	0.62	1	1
269901	269915	15	11.20	15	16
270873	270895	23	2.87	3	3
271064	271066	3	4.00	6	6
271523	271590	68	0.66	1	1
271638	271767	130	0.28	0	1
273529	273532	4	0.00	0	0
273577	273603	27	0.00	0	0
275743	275800	58	3.24	3	6
276188	276252	65	0.00	0	0
278092	278273	182	0.31	0	1
279236	279269	34	8.12	10	15
280011	280078	68	0.32	0	1
280535	280537	3	6.33	9.5	10
280720	280755	36	0.97	1	1
282472	282584	113	0.70	1	2
283691	283811	121	1.50	1	4
284625	284665	41	0.00	0	0
285302	285311	10	0.00	0	0
286341	286532	192	0.49	0	2
287097	287476	380	14.14	4	258
289008	289096	89	0.19	0	1
289170	289365	196	63.91	17	427
292369	292471	103	0.51	1	1
292646	292759	114	0.63	0	2
292806	293013	208	0.00	0	0
293467	293572	106	0.00	0	0
295192	295238	47	0.64	1	1
296592	296708	117	2.56	2	7
299367	299422	56	0.71	1	1
300101	300175	75	0.19	0	3
300593	300798	206	1.03	1	9
301834	301951	118	0.00	0	0
302639	302959	321	0.82	0	8
303341	303349	9	0.00	0	0
303401	303404	4	0.00	0	0
303990	304094	105	1.08	0	4
306342	306473	132	5.55	1	19
308816	309242	427	6.88	2	50
309816	309849	34	89.53	96	98
310498	310499	2	0.50	1	1
311930	312190	261	0.37	0	2
313988	314006	19	10.53	10.5	14
314979	315097	119	0.38	0	1
316835	316848	14	0.00	0	0
317575	317588	14	26.00	29	30
318318	318319	2	0.00	0	0
318794	318811	18	0.00	0	0
319070	319124	55	0.65	1	1
320034	320151	118	0.64	0	5
321346	321369	24	0.96	1	1
322285	322325	41	0.00	0	0
323172	323289	118	2.34	2	7
324181	324193	13	0.46	0.5	1
325553	325558	6	0.83	1	1
326192	326218	27	3.85	4	4
326768	326937	170	1.48	0	5
328363	328620	258	0.28	0	1
332506	332512	7	0.00	0	0
332559	332913	355	0.20	0	2
333104	333202	99	0.30	0	1
334586	334589	4	1.50	2	2
336686	336764	79	17.11	4	37
337101	337151	51	0.45	0	3
338610	338622	13	0.00	0	0
340810	340894	85	0.44	0	1
342224	342507	284	0.19	0	1
342559	342574	16	0.00	0	0
344117	344233	117	0.65	0	2
344289	344299	11	4.55	5	5
345488	345814	327	0.40	0	4
347066	347133	68	0.71	1	1
347181	347252	72	1.57	0	6
349662	349789	128	1.06	1	2
350426	350475	50	0.00	0	0
351402	351404	3	0.00	0	0
352416	352428	13	2.46	3	3
353245	353250	6	0.00	0	0
354292	354475	184	0.00	0	0
355352	355498	147	3.92	0	16
356300	356420	121	0.14	0	1
357249	357393	145	8.37	3	27
357886	358068	183	11.79	9	39
359281	359310	30	32.00	36	43
359695	359725	31	15.77	10	93
360047	360063	17	6.53	7	8
360183	360245	63	2.49	3	5
360759	360773	15	19.20	21	21
362622	362625	4	7.25	10	10
362959	362972	14	17.71	24	24
363171	363226	56	14.46	3	36
364508	364610	103	1.09	1	3
365693	365832	140	0.32	0	1
365878	365964	87	0.00	0	0
366631	366879	249	1.61	1	6
367720	367930	211	0.04	0	1
372863	372865	3	0.00	0	0
375179	375336	158	1.13	1	3
379140	379141	2	0.00	0	0
380003	380125	123	0.59	0	2
380555	380763	209	1.92	2	5
381928	382223	296	3.74	1	43
383196	383224	29	5.45	6	8
384341	384342	2	0.00	0	0
384432	384453	22	9.73	7	20
385726	385741	16	10.25	12	13
386360	386372	13	104.46	125	130
387549	387562	14	0.00	0	0
387612	387669	58	7.81	11	13
389140	389230	91	0.00	0	0
389450	389797	348	1.61	1	8
391985	392047	63	0.30	0	1
393011	393022	12	0.00	0	0
393062	393132	71	0.00	0	0
399523	399636	114	0.32	0	1
405315	405323	9	0.00	0	0
406902	406907	6	0.00	0	0
406999	407469	471	0.08	0	1
412440	412554	115	0.14	0	1
413902	414058	157	0.46	0	2
415529	415600	72	1.39	2	3
417176	417211	36	1.56	2	2
417499	417500	2	3.00	6	6
418188	418418	231	0.76	1	4
418956	418973	18	0.78	1	1
419488	419584	97	0.37	0	1
419639	419742	104	4.53	1	27
420029	420101	73	0.22	0	1
420237	420335	99	3.16	3	12
422547	422584	38	0.74	1	1
424124	424130	7	5.71	7	7
426195	426385	191	0.37	0	3
427022	427023	2	0.50	1	1
428059	428473	415	0.57	0	2
429098	429102	5	0.80	1	1
429149	429187	39	0.00	0	0
430475	430547	73	1.34	1	3
431271	431299	29	0.97	1	1
431657	431698	42	3.69	3	6
433160	433369	210	1.12	1	4
434435	434543	109	0.33	0	1
434577	434713	137	0.26	0	1
435899	435968	70	1.03	2	2
437235	437242	8	0.00	0	0
438380	438428	49	11.80	12.5	32
