#start	end	length	mean	median	max
1	159	159	7.35	6	27
285	312	28	1.93	2	2
2773	2777	5	3.20	4	4
3705	3710	6	3.83	5	5
4995	5146	152	4.28	4	12
5918	5989	72	2.40	1	16
7418	7690	273	17.51	3	117
8642	8757	116	3.52	1	46
9343	9466	124	31.55	38	72
10772	10808	37	8.05	8	10
11373	11730	358	21.67	11	88
13645	13656	12	34.58	37	39
13730	13733	4	10.25	14	14
14862	15179	318	0.41	0	7
16110	16227	118	0.19	0	1
16576	16661	86	1.03	0	6
17193	17228	36	0.00	0	0
17640	18026	387	0.40	0	2
20100	20702	603	1.28	1	10
21867	21928	62	4.03	5	6
22823	22859	37	3.86	4	5
24897	24937	41	0.71	1	1
26309	26542	234	0.00	0	0
26669	26741	73	2.38	1	15
27003	27110	108	320.27	88	1374
27324	27333	10	6.20	7	7
28270	28309	40	78.92	86	91
31124	31125	2	13.50	27	27
31621	32132	512	12.48	12	23
32580	32583	4	37.25	44	62
33532	33774	243	3.39	2	14
34555	34608	54	0.52	0	3
35425	35426	2	1.50	3	3
36228	36240	13	1.62	2	2
36733	36746	14	3.71	4	4
37173	37179	7	0.29	0	1
38923	39110	188	0.98	1	3
40116	40251	136	4.62	3	11
41071	41526	456	4.65	1	45
42673	42693	21	75.52	79	82
45916	46164	249	0.43	0	1
46552	46780	229	1.23	1	3
47564	47618	55	0.20	0	1
49170	49228	59	0.61	1	1
50444	50549	106	0.46	0	1
51690	51725	36	1.33	0	3
53241	53356	116	0.00	0	0
53504	53699	196	0.00	0	0
54471	54484	14	1.93	2	3
55424	55447	24	0.92	1	1
57016	57084	69	6.36	5	9
58377	58419	43	0.98	1	1
59749	59855	107	2.09	1	7
60087	60141	55	0.93	1	1
63007	63394	388	0.24	0	1
65790	65838	49	3.39	3	5
65971	65976	6	3.33	4	4
66454	66500	47	3.15	3	7
67347	67359	13	5.08	5.5	6
67735	67739	5	51.40	64.5	65
69545	69546	2	32.50	65	65
70831	70886	56	68.02	94	100
73242	73498	257	26.16	7	207
74312	74423	112	13.51	12	25
75081	75094	14	17.14	19	20
77999	78199	201	70.30	28.5	206
80549	80955	407	0.49	0	3
81337	81374	38	0.00	0	0
82068	82295	228	0.00	0	0
83796	83808	13	0.69	1	1
85516	85856	341	4.47	1	18
86733	86820	88	5.53	6	12
87586	87772	187	3.90	3	11
90995	91067	73	9.84	9.5	17
91187	91222	36	2.92	3	3
92876	92945	70	0.34	0	1
93186	93215	30	4.00	5	6
94392	94511	120	0.82	1	1
95115	95127	13	6.46	6.5	12
96526	96530	5	1.60	2	2
97620	97621	2	4.50	9	9
99191	99234	44	0.91	1	2
99383	100027	645	0.54	0	3
100976	101304	329	1.74	1	7
103027	103031	5	15.60	19.5	20
103521	103780	260	6.78	4	38
104783	105450	668	5.07	1	37
105856	105859	4	33.50	44	46
107161	107178	18	55.06	62	64
112839	112843	5	14.00	17.5	18
114158	114159	2	4.00	8	8
116466	116525	60	27.15	28	35
118912	118915	4	8.00	11	11
121003	121121	119	181.98	116	333
122271	122373	103	120.31	170	216
123289	123515	227	20.33	12	52
124071	124134	64	39.02	55	66
126838	126946	109	4.53	5	8
127343	127444	102	3.76	2	16
127637	127648	12	38.00	41	42
128390	128391	2	180.50	361	361
129010	129237	228	7.64	4	133
130279	130352	74	15.41	5	38
133377	133577	201	2.88	1	8
134511	134558	48	3.94	3	8
135971	136205	235	3.17	2	8
137154	137155	2	1.50	3	3
138560	138721	162	1.44	1	6
140093	140657	565	6.41	1	35
141420	141465	46	12.22	8	26
141576	141580	5	38.00	44	78
144242	144258	17	93.94	94	126
145867	146067	201	51.84	48	400
147490	147570	81	40.62	7	197
148360	148374	15	2.07	2.5	3
149989	150392	404	104.20	1	683
152988	153191	204	20.33	2	72
153552	153735	184	1.11	1	7
156928	156939	12	5.50	6	6
157717	158030	314	13.09	12	28
158823	158840	18	220.17	235	240
159705	159811	107	6.07	4	21
160118	160326	209	0.97	1	2
161875	161907	33	0.48	0.5	1
163277	163357	81	2.33	2.5	4
165746	165953	208	6.42	1	33
166488	166549	62	30.27	21	95
167210	167320	111	23.83	27	58
169012	169119	108	0.70	1	2
169558	169645	88	1.44	1	3
170870	170875	6	13.50	16	21
171254	171399	146	54.46	52	95
172252	172317	66	103.09	113	175
173107	173227	121	7.34	4	16
175120	175206	87	12.11	10	35
176101	176175	75	25.23	24.5	41
176647	176808	162	30.59	19	110
177511	177525	15	22.73	23.5	26
178054	178084	31	3.23	1	9
180557	180690	134	7.79	5	17
183223	183531	309	13.66	5	66
185785	185834	50	29.84	33	43
186630	186631	2	4.50	9	9
189499	189596	98	25.66	34	39
190875	191045	171	3.88	0	66
192465	192548	84	27.50	24	55
192891	193013	123	10.07	10	15
193635	193671	37	19.24	19	34
195161	195243	83	1.49	1	12
196759	196890	132	34.92	37	68
198304	198455	152	4.75	3	10
199611	199617	7	11.71	14	14
199894	199922	29	69.86	79	82
200307	200419	113	6.32	2	50
201242	201274	33	22.39	16	58
203945	204055	111	27.79	28.5	62
204848	205133	286	8.66	2	52
205269	205297	29	1394.52	958.5	3839
206021	206158	138	455.41	281	1213
207008	207162	155	124.53	139.5	308
207886	208188	303	93.54	80	190
208744	208853	110	24.57	8	135
210048	210238	191	9.79	8	23
210995	211009	15	48.60	55	58
211865	211878	14	20.79	21	30
213229	213262	34	149.35	160	163
215690	215814	125	96.57	65	235
216298	216303	6	223.00	323	353
217327	217432	106	79.47	39	331
217886	217891	6	155.83	185	224
218678	218679	2	6.00	12	12
220419	220445	27	26.70	27.5	35
223926	223940	15	48.47	54	58
224898	225395	498	10.78	2	269
225402	225404	3	0.67	1	1
228101	228103	3	0.00	0	0
228110	228371	262	1.74	2	4
228807	229088	282	1.26	1	3
229335	229376	42	0.31	0	1
229473	229623	151	0.47	0	1
231760	231794	35	10.11	9	15
232215	232278	64	8.38	9	12
233575	233661	87	6.95	3	23
234125	234297	173	5.90	6	14
235257	235292	36	19.08	19	22
235992	236569	578	1.36	1	6
237905	238562	658	2.03	0	20
239667	239702	36	3.97	4	5
239710	239712	3	2.00	3	3
241126	241128	3	10.67	16	23
241136	241197	62	55.39	66	73
242914	243026	113	19.96	22	41
244133	244252	120	9.10	9	17
245066	245109	44	76.00	77	85
246785	246978	194	2.51	1	26
247543	247915	373	217.27	81.5	2354
249455	249628	174	64.31	52	186
249699	249781	83	142.86	157.5	286
249884	250021	138	626.91	415	2964
253006	253207	202	80.83	65	616
253321	253377	57	70.54	72	215
253449	254139	691	1.34	0	52
257149	258054	906	0.48	0	6
258856	258862	7	9.43	11	11
259778	260044	267	0.34	0	1
260843	260920	78	13.36	3	30
261689	261740	52	2.04	1	8
263106	263179	74	3.19	2	9
263933	263968	36	4.08	3	6
265153	265218	66	5.70	6	7
265948	266084	137	3.85	3	28
266156	267607	1452	6.71	2	78
268376	268486	111	0.00	0	0
270929	271169	241	0.38	0	2
271746	271847	102	25.08	26	35
273324	273661	338	1.88	1	20
274424	274825	402	1.27	1	4
278812	278815	4	0.00	0	0
279086	279099	14	0.00	0	0
281083	281694	612	0.18	0	1
282679	282717	39	0.97	1	2
283072	283078	7	0.00	0	0
285570	285572	3	1.33	2	2
325995	325997	3	4.00	6	8
327249	327256	8	1.75	2	2
328847	330888	2042	0.64	0	4
331372	331503	132	0.90	1	1
332446	332584	139	0.50	1	1
333011	333028	18	1.44	2	2
