#start	end	length	mean	median	max
1	189	189	80.95	65	186
308	336	29	12.48	4	30
2797	2800	4	70.50	94	94
3731	3733	3	27.33	41	41
5018	5233	216	15.11	11	32
5528	5564	37	23.30	23	26
5667	5682	16	37.88	38	46
6457	6528	72	23.04	23	27
7957	8237	281	160.47	6	1378
9189	9305	117	42.44	29.5	140
9891	9927	37	44.62	45	50
10492	10642	151	8.07	5	24
11354	11381	28	1.14	1	2
11784	12162	379	132.65	2	725
14077	14089	13	158.92	170	182
14165	14167	3	72.67	109	110
15296	15386	91	55.02	55	69
16729	16750	22	55.00	58	60
17051	17488	438	3.75	2	18
18653	18714	62	15.60	16	20
19618	19795	178	8.92	8	28
20561	20814	254	16.11	12	57
21076	21180	105	593.20	629.5	712
21397	21406	10	56.70	77	139
22346	22390	45	342.27	340	426
25205	25206	2	140.00	280	280
25699	25709	11	171.82	205.5	212
25793	25825	33	80.00	87.5	92
26273	26276	4	33.00	44	44
27225	27292	68	45.60	25	178
28205	28373	169	34.04	23	139
29193	29650	458	16.91	2	113
30797	30816	20	9.00	9	12
34036	34299	264	55.51	9	349
34693	34726	34	99.74	109	127
34760	34780	21	143.81	151	153
35369	35376	8	3.12	5	5
36160	36270	111	3.73	4	6
37822	37897	76	5.11	5	7
39113	39150	38	11.95	12	16
39230	39243	14	9.79	11	11
40384	40416	33	4.27	5	5
41929	42402	474	1.37	1	5
43171	43187	17	2.24	2	4
44127	44179	53	2.91	3	4
45748	45806	59	1.49	1	4
47136	47245	110	3.00	3	11
49629	49822	194	3.30	3	18
50300	50326	27	18.85	21	22
50361	50379	19	19.89	21	24
51220	51228	9	37.89	42	45
51604	51608	5	236.20	295	298
53414	53415	2	94.00	188	188
54700	54754	55	166.02	161	207
57107	57363	257	44.23	28	226
58177	58473	297	22.22	23	39
59267	59686	420	13.78	13	44
60344	60357	14	27.93	30	36
63262	63428	167	18.43	20	23
65778	65854	77	2.45	1	14
66548	66564	17	3.00	3	4
66810	66834	25	2.64	4	4
68335	68347	13	2.54	3	5
70046	70386	341	19.41	4	69
71263	71350	88	43.52	51	63
72113	72135	23	28.70	32	36
72218	72228	11	7.36	8	9
75478	75510	33	12.12	12	14
75608	75643	36	21.08	23	26
77297	77366	70	12.61	7	35
77591	77620	30	20.87	19	31
78797	78847	51	6.92	7	14
79451	79463	13	9.08	10.5	11
80862	80866	5	3.80	5	5
81956	81957	2	3.50	7	7
83527	83572	46	2.80	4	4
83720	84367	648	0.81	1	3
85310	85629	320	1.62	2	11
87352	87356	5	11.20	14	14
87846	88027	182	116.08	4	599
89030	89633	604	55.39	36	285
90090	90093	4	95.75	128	129
91395	91412	18	77.83	82	88
97082	97086	5	104.00	130	130
98401	98402	2	39.00	78	78
100709	100764	56	77.05	80	94
103151	103154	4	223.75	298	299
105242	105304	63	345.79	356	409
106454	106556	103	482.12	404	1059
107472	107704	233	68.91	40	338
108215	108278	64	185.17	203	355
111027	111043	17	8.53	9	11
111627	111648	22	25.41	28	31
111844	111855	12	34.92	38	39
112597	112598	2	5.00	10	10
113217	113443	227	23.71	16	126
114485	114521	37	15.38	9	48
117097	117108	12	1.50	2	2
117547	117751	205	5.58	5	24
118643	118732	90	24.91	5	80
120133	120177	45	36.53	36.5	42
121549	122091	543	37.97	47	73
122854	122900	47	14.15	15	17
123012	123016	5	355.00	445.5	449
125678	125694	17	259.94	278	287
127585	127911	327	469.90	218	2416
129334	129346	13	33.69	36	42
129359	129406	48	9.67	7	32
131258	131614	357	228.46	3	1391
134210	134387	178	371.93	11	1522
134748	134787	40	31.93	20	188
135580	135597	18	1868.11	1993	2089
136462	136569	108	43.51	19	147
136915	137082	168	6.65	3	38
138631	138698	68	7.76	8	9
138794	138834	41	5.22	4	8
141223	141430	208	104.41	1	524
141965	141977	13	74.38	84	91
141996	142007	12	76.58	82	98
142668	142778	111	49.77	43	119
144470	144576	107	1336.49	1345	1500
145015	145080	66	1548.06	1578	1671
146308	146313	6	54.83	67	68
146692	146967	276	23.03	2	174
147868	147943	76	54.53	53	69
148793	148806	14	275.79	298	302
149599	149714	116	32.75	2	260
150951	151002	52	1.27	1	2
151597	151625	29	3.00	3	4
152229	152242	14	2.07	3	3
152810	152828	19	0.26	0	1
155424	155460	37	0.97	1	1
156199	156298	100	0.21	0	3
156881	157252	372	0.66	0	2
159124	159185	62	57.89	29	132
160110	160148	39	148.03	202.5	261
160602	160781	180	361.94	301	734
161484	161500	17	12.59	13	15
162029	162104	76	5.25	5	9
164532	164729	198	14.32	14	25
167262	167280	19	62.47	90	93
167303	167483	181	4.94	5	8
169725	169777	53	7.85	6.5	16
170573	170574	2	2.50	5	5
173442	173503	62	76.76	83	124
173586	173601	16	89.88	91	106
174880	175106	227	74.89	46	193
176526	176609	84	50.45	44	87
176952	176968	17	9.47	6.5	23
176985	177000	16	4.69	5	6
177622	177661	40	26.38	27	29
179151	179236	86	68.16	21	239
180752	180883	132	55.08	23	245
182306	182462	157	16.75	8	177
183618	183708	91	117.14	29	566
184093	184256	164	187.02	103	656
185067	185122	56	89.14	30	451
185945	185977	33	160.79	84.5	379
188648	188711	64	9.27	7	20
189504	189711	208	31.24	11	199
189845	189873	29	1080.10	1117	1557
190597	190856	260	999.27	1012	2013
191706	191854	149	70.74	45	203
192578	192871	294	340.43	329	622
193427	193520	94	76.20	31	400
194715	194902	188	168.62	153	467
195662	195676	15	240.80	275	312
196532	196545	14	73.64	81	86
197896	197927	32	276.59	320	332
200358	200481	124	657.50	601	984
200965	200970	6	781.67	936	947
201994	202100	107	105.50	91.5	192
202554	202559	6	151.17	180	187
203346	203347	2	106.50	213	213
205087	205125	39	18.90	19	22
208606	208620	15	90.33	97	100
209578	209678	101	163.22	163.5	190
211818	211876	59	15.46	15	29
212264	212330	67	7.34	8	10
213627	213631	5	17.60	21.5	24
213666	213677	12	16.75	16	42
214123	214290	168	92.74	6	377
215253	215268	16	29.62	33	33
215977	216026	50	61.34	68	73
216135	216178	44	18.34	20	24
217001	217056	56	9.82	7	54
218773	218886	114	48.70	33	102
219993	220112	120	95.65	65	275
220926	220967	42	58.10	56	83
222643	222832	190	15.25	4	190
223406	223770	365	2147.28	890.5	7996
225310	225380	71	524.03	106.5	1212
225455	225499	45	121.24	121	141
225573	225642	70	522.20	40	1657
225749	225758	10	1106.30	1193	1352
228660	228755	96	466.75	542	908
228873	228927	55	507.11	517.5	566
229002	229166	165	7.42	2.5	126
230879	231121	243	36.58	7	247
231920	231925	6	17.17	21	21
232547	232596	50	20.06	5	103
233953	234026	74	41.47	27	156
234780	234815	36	33.22	23	63
236000	236066	67	36.70	46	60
236796	236930	135	11.62	12	20
237005	237334	330	5.38	4	15
238118	238256	139	1.63	1	5
238734	238745	12	7.33	8	8
239100	239105	6	0.00	0	0
239376	239418	43	23.19	19	58
240187	240342	156	21.39	9	185
240814	240858	45	9.04	1	42
243301	243542	242	18.07	3	336
244119	244128	10	113.10	127	133
244261	244326	66	52.52	55	64
245803	245960	158	47.91	26	132
246237	246241	5	97.40	122	122
246500	246711	212	8.49	6	80
247539	247636	98	3.19	1	52
248132	248146	15	50.07	55	56
248332	248357	26	10.65	11	14
250068	250071	4	1.50	2	2
250825	250897	73	3.93	4	13
251951	252004	54	6.81	7	9
252296	252300	5	2.40	3	3
252697	252708	12	3.00	3	4
253159	253478	320	202.92	4	1862
253683	253701	19	1.05	1	2
254200	254216	17	34.71	37	37
254242	254258	17	36.24	29	81
255714	255976	263	112.22	18	484
256433	256526	94	8.06	4	75
257769	257828	60	35.87	33	104
258228	258239	12	25.67	11	89
258258	258268	11	9.18	11	11
259322	259611	290	10.20	1	129
260713	260726	14	244.21	264	324
261978	262094	117	31.51	27	62
262168	262181	14	17.29	19	21
296487	296604	118	6.85	5	15
297948	297959	12	3.42	4	5
301795	302214	420	4.16	1	116
302827	302834	8	21.25	26	30
303032	303076	45	1.51	2	2
303404	303718	315	4.46	4	9
308554	308581	28	1.93	2	2
309248	309307	60	2.20	3	3
309893	309969	77	6.64	3	13
310558	311335	778	1.42	1	4
311561	311597	37	3.65	2	8
311736	311737	2	2.00	4	4
311999	312364	366	3.19	3	8
312464	312939	476	0.72	0	5
313027	313580	554	0.52	0	3
315705	315709	5	2.40	3	3
316391	316662	272	2.41	2	12
316789	316949	161	121.21	1	1279
317541	317554	14	1.86	2	2
317789	317899	111	1.06	1	3
319223	319450	228	1.91	2	6
320303	320831	529	50.48	2	313
321549	321561	13	167.77	183.5	187
323675	323919	245	128.59	49.5	347
324586	324800	215	3.35	2	8
326469	326484	16	14.00	15	15
327955	327970	16	7.19	8	8
328556	328686	131	4.36	4	21
330718	331594	877	2.32	1	8
332681	332724	44	4.59	5	5
333655	333748	94	6.54	2	28
334244	334503	260	2.05	1	12
335107	335148	42	7.17	8	9
337547	337548	2	4.50	9	9
