#start	end	length	mean	median	max
1	407	407	3.35	0	17
1746	1926	181	4.47	1	20
3064	3193	130	1.83	2	10
3404	3418	15	2.47	2	5
4544	4584	41	5.17	5	9
6505	6595	91	3.73	2	9
9065	9308	244	10.09	2	49
10858	10992	135	2.51	0	9
11070	11077	8	6.12	7	7
11154	11247	94	29.40	29	210
14156	14203	48	0.04	0	2
14320	14353	34	0.00	0	0
15296	15468	173	7.06	0	98
16930	17036	107	0.97	0	6
18351	18514	164	27.02	0	138
19400	19420	21	25.19	27	35
20009	20065	57	4.04	4	10
20285	20338	54	19.28	26	28
21611	21769	159	0.23	0	1
21863	21869	7	24.00	28	28
22419	22456	38	0.26	0	1
23123	23127	5	0.80	1	1
23761	23888	128	0.00	0	0
24426	24535	110	0.30	0	1
25034	25115	82	1.52	0	5
25378	25512	135	3.01	0	32
27199	27223	25	15.48	16	19
27551	27567	17	2.65	3	3
28162	28178	17	7.53	8	9
28398	28614	217	0.01	0	3
28882	29102	221	10.66	2	47
30652	30786	135	2.56	0	9
30864	30871	8	0.88	1	1
30948	31041	94	22.68	13	215
33950	33997	48	0.65	0	3
34114	34303	190	0.00	0	0
34481	34554	74	0.80	0	8
35974	35977	4	2.25	3	3
36602	36639	38	9.55	12	17
38454	38455	2	2.00	4	4
38819	38941	123	0.73	1	4
40801	40823	23	0.35	0	2
41106	41598	493	12.33	0	163
43579	43746	168	2.58	1	32
44512	44728	217	0.71	0	4
46159	46271	113	0.00	0	0
47133	47373	241	0.00	0	0
47632	47725	94	0.00	0	0
47903	48092	190	0.41	0	7
48969	49025	57	5.05	4	15
49872	49996	125	3.65	0	48
50369	50469	101	8.62	8	25
50815	51139	325	2.99	0	21
52517	52537	21	4.57	5	8
53489	53563	75	3.15	3	6
54122	54194	73	0.62	1	1
54417	54524	108	2.60	3	5
58053	58190	138	3.38	2	10
58725	58957	233	1.17	1	6
60557	60571	15	0.87	1	2
62030	62046	17	5.47	8	10
62320	62362	43	0.00	0	0
63693	63782	90	25.50	30	78
64263	64425	163	0.64	0	3
64500	64512	13	0.00	0	0
64585	64888	304	0.07	0	3
67313	67548	236	4.68	0	42
69516	69603	88	30.68	25	78
71503	71729	227	2.04	1	10
72516	72524	9	2.33	3	3
73398	73504	107	5.37	2	24
74426	74648	223	2.71	0	12
76044	76051	8	1.62	2	3
78338	78340	3	5.33	8	8
79368	79417	50	6.76	5	13
80390	80551	162	1.74	0	10
82049	82424	376	5.73	0	42
83974	84196	223	700.74	27.5	4111
87045	87093	49	0.94	1	2
87210	87415	206	5.88	0	64
87875	88050	176	20.88	19	42
88597	88603	7	10.14	12	12
89666	89690	25	36.60	38.5	45
92124	92222	99	6.59	5	32
93597	93602	6	4.00	5	5
94674	94836	163	3.72	2	15
95944	95962	19	5.05	5	8
96641	96757	117	3.62	1	21
97232	97323	92	5.43	1	23
98779	99213	435	1.41	1	5
101255	101259	5	7.40	9	10
102405	102410	6	3.67	4	5
102921	102990	70	28.44	1	205
103645	103778	134	3.74	2	29
103923	103957	35	9.80	10.5	11
104135	104268	134	5.53	5	13
104800	104969	170	32.69	18	120
105393	105572	180	37.44	18	136
106263	106314	52	7.44	5	14
106456	106497	42	41.17	46	52
106996	107065	70	99.44	120	170
107423	107499	77	95.55	7.5	371
108097	108391	295	24.77	15	107
111923	111962	40	28.25	31	35
115572	115654	83	4.67	5	10
115934	116050	117	55.15	68	92
116471	116502	32	61.09	61	83
116971	117180	210	84.04	37	355
119257	119376	120	116.87	40	320
120562	120962	401	39.44	4	155
121269	121305	37	46.38	48.5	66
121936	121963	28	34.46	38	41
122585	122586	2	23.50	47	47
122875	122905	31	205.45	266	270
123734	123796	63	312.24	409	517
124073	124092	20	296.55	356	450
124432	124437	6	60.50	73	74
125095	125098	4	43.50	60	62
125721	125743	23	120.65	124.5	189
126005	126050	46	40.65	41	55
126417	126457	41	91.07	94.5	118
126767	126795	29	43.76	43	54
127333	127368	36	451.86	539	555
127552	127583	32	129.34	160	189
127980	128014	35	79.06	91	98
128552	128585	34	147.35	162	198
128946	128969	24	133.29	151	166
129468	129483	16	131.19	139	154
129664	129699	36	141.25	145	162
130138	130139	2	6.00	12	12
131439	131497	59	105.46	146	163
132146	132147	2	25.00	50	50
132892	132962	71	145.85	174.5	243
133179	133216	38	69.37	58	108
133328	133351	24	109.25	109	168
133715	133741	27	128.04	137	144
134129	134311	183	61.89	54	126
135254	135291	38	209.16	248	262
135652	135697	46	9.72	10	13
138237	138253	17	1.35	1	5
138995	139149	155	75.68	31	291
139585	139608	24	106.54	138	140
139999	140163	165	0.00	0	0
140590	140658	69	0.52	1	1
141370	141516	147	17.12	2	57
142579	142637	59	0.98	0	3
143253	143394	142	3.50	2	27
144004	144110	107	1.68	0	5
144873	145045	173	0.00	0	0
145262	145488	227	9.93	2	51
147038	147200	163	15.67	9	217
150109	150194	86	0.84	0	2
150311	150319	9	0.89	1	1
150395	150398	4	0.75	1	1
150472	150495	24	0.58	0	2
150571	150575	5	2.40	3	3
150652	150668	17	0.00	0	0
150753	150817	65	0.00	0	0
150893	150897	5	0.80	1	1
150974	150978	5	0.00	0	0
151051	151060	10	0.00	0	0
151134	151247	114	0.74	0	5
152392	152603	212	40.15	0	624
153495	153745	251	1.69	0	23
157387	157527	141	0.95	0	46
157860	157874	15	35.20	33.5	61
159675	160040	366	1.20	1	5
160848	161256	409	0.67	0	13
162509	162514	6	3.33	4	4
163514	163635	122	2.43	2	5
164980	165246	267	4.12	3	19
166654	166995	342	0.51	0	5
168961	169081	121	11.70	5	38
169646	169719	74	0.27	0	2
170224	170466	243	0.04	0	1
171379	171380	2	0.00	0	0
171870	172012	143	0.00	0	0
173311	173893	583	1.65	0	26
174527	174566	40	0.00	0	0
176248	176262	15	2.93	3	4
177073	177160	88	1.08	1	3
177273	177354	82	0.12	0	1
178261	178408	148	1.49	0	45
179171	179284	114	0.40	0	2
181249	181329	81	1.06	1	2
183049	183178	130	0.00	0	0
184427	184679	253	0.44	0	4
185178	185196	19	0.00	0	0
185410	185584	175	0.34	0	5
185688	185820	133	0.61	1	2
186742	186760	19	0.00	0	0
189500	189515	16	1.44	1	3
191124	191142	19	0.00	0	0
191608	191781	174	0.16	0	7
192679	192699	21	0.00	0	0
192889	192957	69	0.26	0	1
193234	193280	47	4.15	0	24
194919	195308	390	0.46	0	3
196947	197081	135	1.78	1	7
197186	197340	155	0.10	0	6
198172	198241	70	2.06	2	4
198977	199166	190	0.95	0	13
199815	199884	70	0.00	0	0
200734	201022	289	0.23	0	2
201710	201717	8	2.62	3	3
202521	202684	164	1.26	0	9
203603	204177	575	0.06	0	1
205042	205186	145	0.03	0	2
206138	206669	532	0.32	0	12
207273	207749	477	0.15	0	1
208725	208875	151	0.00	0	0
209203	209323	121	0.08	0	2
210158	210297	140	0.00	0	0
210652	211397	746	0.00	0	0
212160	212264	105	0.00	0	0
213912	214164	253	2.70	1	15
