#start	end	length	mean	median	max
1	278	278	2.63	3	4
1644	1657	14	7.79	8	16
2756	2761	6	29.17	35	35
3836	3894	59	2.66	3	3
4537	4551	15	5.40	6	7
4774	4810	37	4.81	5	6
5468	5469	2	9.00	18	18
7146	7320	175	1.53	2	3
7987	8209	223	15.00	4	41
8444	8457	14	67.29	68	81
8626	8733	108	0.75	0	3
9544	9637	94	4.36	0	28
11312	11317	6	20.00	23	28
11534	11601	68	4.24	4	7
12262	12383	122	1.12	1	4
12885	12890	6	1.50	2	2
15303	15311	9	3.89	4	5
16047	16189	143	5.06	4	11
16514	16559	46	4.20	4	9
17355	17358	4	6.50	9	9
18950	18962	13	7.77	8	10
19407	19651	245	2.03	2	12
20960	21034	75	3.21	4	4
21893	21933	41	4.39	4	7
22354	22379	26	10.46	11	12
22692	22737	46	6.09	5	10
23599	23817	219	4.08	4	9
24340	24359	20	15.10	17	19
24528	24650	123	23.86	27	34
24927	24981	55	4.87	5.5	8
25930	25975	46	1.11	2	2
26912	26967	56	15.61	18	30
27691	27947	257	13.15	9	35
28176	28326	151	51.61	50	153
28753	28759	7	98.57	113.5	122
29447	29732	286	54.40	58	143
30222	30275	54	6.37	5	13
30642	30883	242	16.59	16	23
32144	32340	197	0.16	0	1
33598	33713	116	7.98	9	11
35069	35080	12	5.17	4	10
36080	36302	223	1.97	1.5	5
36684	36795	112	1.60	2	3
37396	37775	380	1.60	1	12
40527	40761	235	1.75	1	4
41377	41620	244	3.46	4	8
43154	43199	46	16.39	16	21
44142	44143	2	8.00	16	16
44639	45024	386	4.03	4	8
45256	45427	172	12.30	13	18
46418	46566	149	4.83	3	22
49378	49398	21	3.86	4	5
49945	50044	100	2.14	2	4
50987	51074	88	4.43	4	7
51558	51612	55	3.44	3	7
52075	52079	5	8.00	10	10
52866	53025	160	1.57	2	4
54136	54298	163	2.28	1	8
54851	54854	4	25.00	31	38
55260	55437	178	4.40	1	17
56620	56724	105	30.24	18.5	63
56798	56803	6	275.00	300	448
56876	56920	45	441.87	456.5	632
57003	57036	34	438.82	454	491
57110	57326	217	8.71	1	212
58278	58333	56	0.70	1	3
59540	59723	184	3.46	3	12
63198	63365	168	5.80	6	11
65934	66119	186	1.60	2	5
66579	66764	186	1.52	1	3
67020	67034	15	13.93	15	15
68832	68846	15	18.13	19	20
70149	70223	75	3.44	1	10
71175	71364	190	3.39	1	41
73708	73786	79	0.65	1	2
74864	74957	94	6.47	7	14
76125	76365	241	2.67	2	9
76624	76674	51	15.39	15	17
88864	89144	281	0.06	0	2
89382	89440	59	9.85	6.5	28
90188	90203	16	0.62	0	2
91690	92083	394	19.41	5	84
92570	92734	165	5.27	5	14
94121	94306	186	1.33	1	5
94805	94853	49	3.71	3	9
95757	95865	109	1.34	1	4
96586	96869	284	4.10	2	12
98290	98451	162	3.07	3	8
98869	98891	23	10.70	11	12
100383	100394	12	11.75	13	14
101352	101382	31	1.45	1	3
102259	102344	86	2.87	3	5
103296	103318	23	9.78	11	13
104327	104357	31	15.58	16	17
104769	104838	70	16.07	12	28
105850	105969	120	1.57	1	4
106189	106192	4	2.25	3	3
107933	108150	218	2.58	3	6
108865	109075	211	2.18	1	8
110606	110620	15	19.60	21	23
112079	112161	83	2.47	2.5	3
113809	114179	371	20.57	4	61
115188	115206	19	1.42	1.5	2
116725	116779	55	6.33	4	24
117764	117924	161	3.69	3	15
